################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.9246674176747343E+00 a       792     0    36     1    22
 -9.5078123179461210E-02 a       793     0    37     1     1
  1.4145646571734154E+00 a       794     0    37     1     2
  2.3311801316431913E+00 a       795     0    37     1     3
  3.2217803732306505E-01 a       796     0    37     1     4
 -1.1444252823416357E+00 a       797     0    37     1     5
  2.3575217256374939E-01 a       798     0    37     1     6
 -2.2535553888077389E+00 a       799     0    37     1     7
  5.4170273369006394E-01 a       800     0    37     1     8
 -1.6547991666954347E+00 a       801     0    37     1     9
  1.8039804977569482E+00 a       802     0    37     1    10
  2.2159505375862496E+00 a       803     0    37     1    11
  1.6378213704583555E+00 a       804     0    37     1    12
  2.2980470035062717E+00 a       805     0    37     1    13
 -3.1380931008850221E-01 a       806     0    37     1    14
 -1.8364883320178120E+00 a       807     0    37     1    15
 -1.7998526381567406E+00 a       808     0    37     1    16
  8.4603081226412177E-02 a       809     0    37     1    17
  7.9729881512676237E-01 a       810     0    37     1    18
 -1.2164980306910067E+00 a       811     0    37     1    19
 -6.8447621480858944E-01 a       812     0    37     1    20
  7.3196792749361550E-01 a       813     0    37     1    21
  4.7490960841792322E-02 a       814     0    37     1    22
  4.5391393587306411E-01 a       815     0    38     1     1
 -2.1224090786171207E-01 a       816     0    38     1     2
 -1.0315099801153433E+00 a       817     0    38     1     3
 -9.3987693799563787E-02 a       818     0    38     1     4
  3.3555229865948499E-01 a       819     0    38     1     5
 -7.8094352427842595E-01 a       820     0    38     1     6
 -1.2137264470652533E-01 a       821     0    38     1     7
  1.6691996754802352E+00 a       822     0    38     1     8
  4.5414994597184941E-02 a       823     0    38     1     9
  4.6242697746446748E-01 a       824     0    38     1    10
  5.3396400718017367E-01 a       825     0    38     1    11
  3.2125673479043236E-02 a       826     0    38     1    12
 -3.5533924053430604E-01 a       827     0    38     1    13
 -5.0125471561371526E-01 a       828     0    38     1    14
  6.2746488333985551E-01 a       829     0    38     1    15
 -1.0361353755864042E+00 a       830     0    38     1    16
  2.2742601364892442E-01 a       831     0    38     1    17
 -6.8915966664060502E-01 a       832     0    38     1    18
  2.2397203348520262E-01 a       833     0    38     1    19
 -8.7014303492220405E-02 a       834     0    38     1    20
 -2.5039340494025980E-01 a       835     0    38     1    21
 -6.3462110653029302E-01 a       836     0    38     1    22
 -4.9227253615166672E-01 a       837     0    39     1     1
 -2.4764207582226394E-01 a       838     0    39     1     2
 -9.5622835204136236E-01 a       839     0    39     1     3
 -6.5003802408746358E-01 a       840     0    39     1     4
 -1.7666435689998488E+00 a       841     0    39     1     5
  1.2551595874331822E+00 a       842     0    39     1     6
 -7.0694800314844564E-01 a       843     0    39     1     7
 -2.5383238592663919E+00 a       844     0    39     1     8
 -1.6615068536818307E+00 a       845     0    39     1     9
  1.3439970389029763E+00 a       846     0    39     1    10
 -7.4751091293347605E-01 a       847     0    39     1    11
 -1.4606790875065669E+00 a       848     0    39     1    12
 -2.5103484765331030E-01 a       849     0    39     1    13
 -9.0466139128481016E-01 a       850     0    39     1    14
 -2.6741788469633676E-01 a       851     0    39     1    15
 -5.3738708725762785E-01 a       852     0    39     1    16
  1.1806059174119263E+00 a       853     0    39     1    17
  1.0127605895376143E-01 a       854     0    39     1    18
 -2.7381832345745899E-01 a       855     0    39     1    19
 -4.7202839227610727E-01 a       856     0    39     1    20
 -1.7069666459178858E+00 a       857     0    39     1    21
 -6.0776134918017510E-01 a       858     0    39     1    22
 -1.5838752465415651E+00 a       859     0    40     1     1
  8.2430813271000117E-02 a       860     0    40     1     2
 -4.6430269534519248E-03 a       861     0    40     1     3
  6.6681542288222095E-01 a       862     0    40     1     4
 -9.1484683379751974E-01 a       863     0    40     1     5
 -1.6466871595627619E+00 a       864     0    40     1     6
 -1.9196572221736710E+00 a       865     0    40     1     7
  2.2297985683279480E+00 a       866     0    40     1     8
 -3.8244632793372496E-01 a       867     0    40     1     9
  8.1015497287398552E-01 a       868     0    40     1    10
  1.6650636522640252E+00 a       869     0    40     1    11
 -6.9333230553829106E-01 a       870     0    40     1    12
 -3.4731852086267356E-01 a       871     0    40     1    13
  3.5471924024540746E-01 a       872     0    40     1    14
  1.6103203717756942E-01 a       873     0    40     1    15
 -1.4333660276105550E-01 a       874     0    40     1    16
  4.5981042081351918E-03 a       875     0    40     1    17
  1.3621742939717718E+00 a       876     0    40     1    18
  8.1583358151181851E-01 a       877     0    40     1    19
  1.7447954289216316E-01 a       878     0    40     1    20
  7.9391967536460240E-01 a       879     0    40     1    21
 -5.9141974489596905E-01 a       880     0    40     1    22
  4.9272289242932643E-01 a       881     0    41     1     1
 -2.8873667120642243E-01 a       882     0    41     1     2
 -5.3849090637187269E-01 a       883     0    41     1     3
 -7.0336313560465757E-01 a       884     0    41     1     4
 -3.3159454448183287E-02 a       885     0    41     1     5
 -5.1565993529513732E-01 a       886     0    41     1     6
  3.1585765245561159E-01 a       887     0    41     1     7
 -4.1763316233569420E-01 a       888     0    41     1     8
 -5.8050491614510369E-02 a       889     0    41     1     9
 -9.5968117708239473E-02 a       890     0    41     1    10
  1.1100467636249527E+00 a       891     0    41     1    11
  5.8467537075764853E-02 a       892     0    41     1    12
 -2.0427173865472581E-01 a       893     0    41     1    13
 -8.6294640350011020E-01 a       894     0    41     1    14
 -5.1606890879744638E-01 a       895     0    41     1    15
  1.6602173335542453E-01 a       896     0    41     1    16
 -6.5161036220462298E-01 a       897     0    41     1    17
 -1.4802538537250127E+00 a       898     0    41     1    18
  2.7277861172133638E-01 a       899     0    41     1    19
  4.1085993517160763E-01 a       900     0    41     1    20
 -2.0489248314836198E-01 a       901     0    41     1    21
  7.9700528990521968E-01 a       902     0    41     1    22
  4.0393746011303661E-01 a       903     0    42     1     1
  1.8586651690287088E+00 a       904     0    42     1     2
  4.5817949414568371E-01 a       905     0    42     1     3
  1.1142645086766774E+00 a       906     0    42     1     4
  1.6488905856972944E+00 a       907     0    42     1     5
 -6.1878194617283877E-01 a       908     0    42     1     6
 -2.1593930372937526E+00 a       909     0    42     1     7
  9.9130697737177853E-01 a       910     0    42     1     8
  2.1134558718492663E-01 a       911     0    42     1     9
 -2.3171579362843047E+00 a       912     0    42     1    10
 -1.4745801059298904E+00 a       913     0    42     1    11
 -3.5628111267481027E-02 a       914     0    42     1    12
 -1.5481204662985661E+00 a       915     0    42     1    13
  1.3346114594387384E+00 a       916     0    42     1    14
  3.7240834044416071E-01 a       917     0    42     1    15
  1.5688881231259435E+00 a       918     0    42     1    16
  1.0894643825841133E+00 a       919     0    42     1    17
 -5.7211759122606354E-01 a       920     0    42     1    18
 -1.9589247130130574E+00 a       921     0    42     1    19
 -2.2510871554435417E+00 a       922     0    42     1    20
  8.4756648510904098E-01 a       923     0    42     1    21
  8.1707414012117041E-01 a       924     0    42     1    22
 -1.5386942234433754E+00 a       925     0    43     1     1
 -1.6585138443249974E+00 a       926     0    43     1     2
 -1.7516710455618958E+00 a       927     0    43     1     3
  2.5556885928079193E-01 a       928     0    43     1     4
 -9.8527401925632674E-01 a       929     0    43     1     5
 -1.9895093018487167E-01 a       930     0    43     1     6
 -7.8911941098290539E-01 a       931     0    43     1     7
 -5.2407769682832128E-01 a       932     0    43     1     8
  2.0823604001727372E-01 a       933     0    43     1     9
 -3.4196773719009904E-01 a       934     0    43     1    10
  9.8308499952862852E-02 a       935     0    43     1    11
 -3.1220291071651722E+00 a       936     0    43     1    12
 -3.0724467810039093E+00 a       937     0    43     1    13
 -1.4929824532715039E-01 a       938     0    43     1    14
 -1.0057831567031519E+00 a       939     0    43     1    15
  2.6409216447573947E+00 a       940     0    43     1    16
 -1.2571979424057314E-01 a       941     0    43     1    17
  7.3507282015849706E-01 a       942     0    43     1    18
  5.6350753811415499E-01 a       943     0    43     1    19
 -1.0178515070257817E-01 a       944     0    43     1    20
 -6.2562201923367000E-01 a       945     0    43     1    21
  9.7330568121533156E-01 a       946     0    43     1    22
  1.5615164614850723E+00 a       947     0    44     1     1
  4.2956579214970175E-02 a       948     0    44     1     2
  1.0969794613930062E+00 a       949     0    44     1     3
  2.7597380195722299E-01 a       950     0    44     1     4
  1.0922719137980939E+00 a       951     0    44     1     5
  8.6413901035581275E-01 a       952     0    44     1     6
  1.7359385547889375E-01 a       953     0    44     1     7
  1.1027734695645306E+00 a       954     0    44     1     8
 -1.7043057379228405E-01 a       955     0    44     1     9
  6.4184160067050022E-01 a       956     0    44     1    10
 -4.8085367603907647E-01 a       957     0    44     1    11
  2.0523161527101969E-01 a       958     0    44     1    12
  2.9399576866762683E-01 a       959     0    44     1    13
 -9.2311386994686495E-01 a       960     0    44     1    14
  3.2937340348377714E-01 a       961     0    44     1    15
  3.1747893395790378E-01 a       962     0    44     1    16
  2.7907621033626029E-01 a       963     0    44     1    17
 -2.7740097364397609E-01 a       964     0    44     1    18
 -7.6863705719090603E-01 a       965     0    44     1    19
  1.1313890604459842E-01 a       966     0    44     1    20
  8.2884937466563089E-03 a       967     0    44     1    21
 -1.3258285611099560E-01 a       968     0    44     1    22
  9.5593613110076425E-01 a       969     0    45     1     1
  9.9739453851850968E-01 a       970     0    45     1     2
 -1.8222999843052523E+00 a       971     0    45     1     3
 -8.9330125500234014E-01 a       972     0    45     1     4
  1.5150152189336985E+00 a       973     0    45     1     5
 -4.1147533892432542E-01 a       974     0    45     1     6
  8.4643427158866247E-01 a       975     0    45     1     7
 -3.6267598803675033E-01 a       976     0    45     1     8
  8.5248602739248180E-01 a       977     0    45     1     9
  3.5967004505899536E-01 a       978     0    45     1    10
  8.2937005236213737E-02 a       979     0    45     1    11
 -1.1315462328788959E+00 a       980     0    45     1    12
  9.2990570440998621E-01 a       981     0    45     1    13
 -1.0410992854945753E-01 a       982     0    45     1    14
  1.7896068850183991E-01 a       983     0    45     1    15
 -5.4222885408000354E-01 a       984     0    45     1    16
  6.5727887899089343E-01 a       985     0    45     1    17
 -1.1893870505671098E+00 a       986     0    45     1    18
 -6.1582014665487883E-01 a       987     0    45     1    19
  1.0509721909507619E+00 a       988     0    45     1    20
 -2.4382972568117461E-01 a       989     0    45     1    21
  3.0042347408698555E-01 a       990     0    45     1    22
  3.0804056782831396E-01 a       991     0    46     1     1
  2.5550920060825690E-02 a       992     0    46     1     2
  1.4157497235941556E+00 a       993     0    46     1     3
  9.4238047272641845E-02 a       994     0    46     1     4
 -5.8158227010008434E-01 a       995     0    46     1     5
  1.1091921197344357E+00 a       996     0    46     1     6
 -6.7376153387031479E-01 a       997     0    46     1     7
 -4.7340064532383952E-01 a       998     0    46     1     8
 -8.3649517408711926E-01 a       999     0    46     1     9
 -9.5157317441114220E-01 a      1000     0    46     1    10
 -2.7671630147714645E+00 a      1001     0    46     1    11
  1.2390928289830665E+00 a      1002     0    46     1    12
  9.4031179187642686E-02 a      1003     0    46     1    13
  1.2774382843280389E-02 a      1004     0    46     1    14
  6.6260857467541123E-01 a      1005     0    46     1    15
  7.7431291691706849E-01 a      1006     0    46     1    16
 -9.8574939199962719E-01 a      1007     0    46     1    17
 -4.1985728933286559E-01 a      1008     0    46     1    18
  2.8226720808415068E-01 a      1009     0    46     1    19
 -5.0096686265829682E-01 a      1010     0    46     1    20
 -7.0500636822714557E-01 a      1011     0    46     1    21
  1.1177747401434250E+00 a      1012     0    46     1    22
 -4.0789669332047335E-01 a      1013     0    47     1     1
  9.8689528918905123E-01 a      1014     0    47     1     2
 -9.9328811328397426E-01 a      1015     0    47     1     3
  2.3017548737899043E-01 a      1016     0    47     1     4
 -9.0274771648062102E-01 a      1017     0    47     1     5
 -5.5436617171364966E-01 a      1018     0    47     1     6
 -4.2600886337747995E-01 a      1019     0    47     1     7
  3.4493018101241169E-01 a      1020     0    47     1     8
 -2.5675834250396830E+00 a      1021     0    47     1     9
 -7.6721360695330831E-01 a      1022     0    47     1    10
  6.3506296537674489E-01 a      1023     0    47     1    11
 -9.8127523742453149E-01 a      1024     0    47     1    12
 -6.0750678067589070E-01 a      1025     0    47     1    13
 -1.5259127624768472E+00 a      1026     0    47     1    14
 -1.3068060253525118E+00 a      1027     0    47     1    15
 -6.9139328711921333E-01 a      1028     0    47     1    16
  2.2370536552004244E-01 a      1029     0    47     1    17
  1.1518344872613000E+00 a      1030     0    47     1    18
  2.7025123369168141E-01 a      1031     0    47     1    19
  9.0074227101288129E-01 a      1032     0    47     1    20
 -1.1672382373076342E+00 a      1033     0    47     1    21
  7.5456051326602636E-01 a      1034     0    47     1    22
  7.3247721316230452E-01 a      1035     0    48     1     1
  7.1631534505059480E-01 a      1036     0    48     1     2
  3.2201036136114436E-01 a      1037     0    48     1     3
  3.9907082679635264E-01 a      1038     0    48     1     4
  2.8746471027967235E-01 a      1039     0    48     1     5
 -1.3551004131103015E+00 a      1040     0    48     1     6
  1.4071901162140332E+00 a      1041     0    48     1     7
 -2.8342829700653946E+00 a      1042     0    48     1     8
 -8.7235550659574213E-01 a      1043     0    48     1     9
  5.5362108819749101E-01 a      1044     0    48     1    10
  1.1196922334893773E+00 a      1045     0    48     1    11
  3.6896724099495104E-01 a      1046     0    48     1    12
 -8.1090157260375340E-01 a      1047     0    48     1    13
 -8.8045831371796321E-02 a      1048     0    48     1    14
 -6.9261891042837931E-01 a      1049     0    48     1    15
  1.2164859316854648E+00 a      1050     0    48     1    16
 -6.7621417595417144E-01 a      1051     0    48     1    17
  7.1535465116295371E-01 a      1052     0    48     1    18
 -1.0745821979562225E+00 a      1053     0    48     1    19
  1.7247616152155076E+00 a      1054     0    48     1    20
 -1.1499086814160862E+00 a      1055     0    48     1    21
  1.5312574052944974E+00 a      1056     0    48     1    22
 -1.1653275113603012E+00 a      1057     0    49     1     1
  3.6125646982495208E-01 a      1058     0    49     1     2
 -2.8441720714486723E-01 a      1059     0    49     1     3
 -4.6674822869100424E-01 a      1060     0    49     1     4
  3.1783655509808323E-01 a      1061     0    49     1     5
  2.4933438066657201E-01 a      1062     0    49     1     6
  6.0428595687243647E-01 a      1063     0    49     1     7
  2.0496019801259986E+00 a      1064     0    49     1     8
 -6.3773513655138392E-01 a      1065     0    49     1     9
  5.5859164215892032E-01 a      1066     0    49     1    10
 -6.7155213399595792E-01 a      1067     0    49     1    11
  3.9010205600532927E-01 a      1068     0    49     1    12
  4.8556526968280406E-01 a      1069     0    49     1    13
  6.1749571186339591E-01 a      1070     0    49     1    14
  2.3125992864893158E-01 a      1071     0    49     1    15
  4.4674720523241623E-01 a      1072     0    49     1    16
  8.2513072248762909E-01 a      1073     0    49     1    17
  7.0185300099930281E-01 a      1074     0    49     1    18
  5.8283456850886789E-02 a      1075     0    49     1    19
 -1.4343426308088918E+00 a      1076     0    49     1    20
  2.7209876008721173E-01 a      1077     0    49     1    21
 -1.0451394167818935E+00 a      1078     0    49     1    22
 -5.3821847554052366E-02 a      1079     0    50     1     1
 -6.4853603560404383E-01 a      1080     0    50     1     2
 -7.3718097794187665E-01 a      1081     0    50     1     3
 -2.7136382741972481E-01 a      1082     0    50     1     4
 -1.2789322387061361E-01 a      1083     0    50     1     5
 -6.2859324106105452E-01 a      1084     0    50     1     6
  1.6459571224529418E-01 a      1085     0    50     1     7
 -3.5419844465621358E-01 a      1086     0    50     1     8
 -2.3256305953286419E-01 a      1087     0    50     1     9
  7.0657698000688707E-01 a      1088     0    50     1    10
 -1.7269862435612943E-01 a      1089     0    50     1    11
 -1.5000663458645552E-01 a      1090     0    50     1    12
  7.3181763432918245E-01 a      1091     0    50     1    13
 -1.0456559523637634E+00 a      1092     0    50     1    14
 -1.2972896853550580E+00 a      1093     0    50     1    15
  5.1035307252321704E-01 a      1094     0    50     1    16
 -5.1638420010402686E-01 a      1095     0    50     1    17
  1.9531248626649456E-01 a      1096     0    50     1    18
 -3.5247384646848268E-01 a      1097     0    50     1    19
 -9.5283263836819221E-01 a      1098     0    50     1    20
 -1.0448396245670333E+00 a      1099     0    50     1    21
  1.6992753705282537E-02 a      1100     0    50     1    22
 -1.0238112701508724E+00 a      1101     0    51     1     1
  1.8378848737809292E-01 a      1102     0    51     1     2
  1.8435786758856357E-01 a      1103     0    51     1     3
 -2.1339503429491977E-01 a      1104     0    51     1     4
  1.0509676509300021E+00 a      1105     0    51     1     5
 -1.9094944772192113E+00 a      1106     0    51     1     6
 -7.7835120201248731E-01 a      1107     0    51     1     7
  3.1755422511308057E-01 a      1108     0    51     1     8
 -1.8746855411781276E+00 a      1109     0    51     1     9
 -1.5896597157832484E+00 a      1110     0    51     1    10
 -6.9870175107969623E-01 a      1111     0    51     1    11
  7.6478337898857929E-01 a      1112     0    51     1    12
  1.0093879459947264E+00 a      1113     0    51     1    13
 -4.3101850421895016E-01 a      1114     0    51     1    14
 -2.5999296096304567E+00 a      1115     0    51     1    15
  1.2168240427861092E+00 a      1116     0    51     1    16
 -1.7373914131857440E+00 a      1117     0    51     1    17
 -1.6797574977799774E+00 a      1118     0    51     1    18
  4.5128462047604256E-01 a      1119     0    51     1    19
  1.0024766716188274E+00 a      1120     0    51     1    20
 -3.5202303283396857E-01 a      1121     0    51     1    21
  1.1618974473415298E+00 a      1122     0    51     1    22
 -9.0097881592299112E-01 a      1123     0    52     1     1
 -6.9186149808615816E-01 a      1124     0    52     1     2
 -8.6862231253059738E-02 a      1125     0    52     1     3
  1.4549950547905610E-01 a      1126     0    52     1     4
  4.0570930215867740E-01 a      1127     0    52     1     5
 -1.2661010226317120E+00 a      1128     0    52     1     6
  2.7769515452393112E-01 a      1129     0    52     1     7
  6.1838104466020549E-01 a      1130     0    52     1     8
 -1.4365068409000470E+00 a      1131     0    52     1     9
 -1.8022101927395828E+00 a      1132     0    52     1    10
 -1.0925438219586756E+00 a      1133     0    52     1    11
 -7.7998638748323279E-01 a      1134     0    52     1    12
  1.6865608216181938E-01 a      1135     0    52     1    13
  3.8385368073677589E-01 a      1136     0    52     1    14
 -4.7902631407407631E-01 a      1137     0    52     1    15
 -1.7266425534313499E+00 a      1138     0    52     1    16
  1.2944034479840183E-01 a      1139     0    52     1    17
 -7.0532238516112578E-01 a      1140     0    52     1    18
 -7.5854650225008913E-01 a      1141     0    52     1    19
  1.4693042916825971E+00 a      1142     0    52     1    20
  1.1037146557867799E+00 a      1143     0    52     1    21
  1.1290635583849642E+00 a      1144     0    52     1    22
  3.1814270406383394E-01 a      1145     0    53     1     1
  1.2456841699041643E+00 a      1146     0    53     1     2
 -2.0221814790761568E+00 a      1147     0    53     1     3
  7.8376119942888456E-01 a      1148     0    53     1     4
 -1.3817336215796165E+00 a      1149     0    53     1     5
  1.4339831565518373E+00 a      1150     0    53     1     6
  1.0984100131463448E+00 a      1151     0    53     1     7
  1.2631634074900836E-02 a      1152     0    53     1     8
  3.8597536742923838E-01 a      1153     0    53     1     9
  2.4715530501190925E+00 a      1154     0    53     1    10
  1.7168476846523115E+00 a      1155     0    53     1    11
  8.2731618290036313E-01 a      1156     0    53     1    12
  2.3052609274464162E+00 a      1157     0    53     1    13
 -7.2522890320097089E-01 a      1158     0    53     1    14
  4.7507570129498036E-02 a      1159     0    53     1    15
 -1.4404469552309476E-01 a      1160     0    53     1    16
 -2.9008520790763198E-01 a      1161     0    53     1    17
  1.2562051955486133E+00 a      1162     0    53     1    18
 -2.6420317463401893E-01 a      1163     0    53     1    19
  7.8727007741815147E-01 a      1164     0    53     1    20
 -1.0603084433189991E+00 a      1165     0    53     1    21
 -7.7316505849613967E-03 a      1166     0    53     1    22
 -3.7000445818302791E-01 a      1167     0    54     1     1
  2.5515272899887464E-01 a      1168     0    54     1     2
 -1.8296163587732879E+00 a      1169     0    54     1     3
  1.0493566096011369E+00 a      1170     0    54     1     4
 -1.4044878465616601E+00 a      1171     0    54     1     5
 -3.2513459379877256E-02 a      1172     0    54     1     6
  1.6721226607458455E+00 a      1173     0    54     1     7
 -5.6738481481113001E-01 a      1174     0    54     1     8
 -4.4460869971714650E-01 a      1175     0    54     1     9
  6.7576769266345524E-02 a      1176     0    54     1    10
  1.1864805501664548E+00 a      1177     0    54     1    11
 -1.5456473838002691E+00 a      1178     0    54     1    12
  2.1104053241221516E-02 a      1179     0    54     1    13
 -1.1488596648999554E+00 a      1180     0    54     1    14
 -4.8754789759958955E-01 a      1181     0    54     1    15
 -1.0022774790600321E-01 a      1182     0    54     1    16
 -2.2136711246899399E+00 a      1183     0    54     1    17
 -5.0867896730869055E-01 a      1184     0    54     1    18
  1.1270228359702021E+00 a      1185     0    54     1    19
  3.4659642049934658E-02 a      1186     0    54     1    20
  4.6480252454847171E-01 a      1187     0    54     1    21
 -1.1630334198612293E+00 a      1188     0    54     1    22
  1.9545604917631471E-01 a      1189     0    55     1     1
 -3.3183913919825186E-01 a      1190     0    55     1     2
 -1.4231873711022682E+00 a      1191     0    55     1     3
 -3.5882782816775488E-01 a      1192     0    55     1     4
  2.3376178311940660E-01 a      1193     0    55     1     5
  1.4728333949493526E+00 a      1194     0    55     1     6
  1.1703570421087062E+00 a      1195     0    55     1     7
  1.0159251975812671E+00 a      1196     0    55     1     8
 -2.2222247769321485E-01 a      1197     0    55     1     9
  4.6759893621847182E-01 a      1198     0    55     1    10
 -1.0040982493283463E+00 a      1199     0    55     1    11
 -1.5193369896571751E+00 a      1200     0    55     1    12
 -2.6448256476083454E-01 a      1201     0    55     1    13
 -7.6597562381796824E-01 a      1202     0    55     1    14
  4.0023688057836543E-01 a      1203     0    55     1    15
 -1.6225841485953989E+00 a      1204     0    55     1    16
 -1.1356653879827396E+00 a      1205     0    55     1    17
 -1.0066877360416080E+00 a      1206     0    55     1    18
  1.1356974150849655E+00 a      1207     0    55     1    19
  1.9111823813842195E+00 a      1208     0    55     1    20
  1.2535742597686554E+00 a      1209     0    55     1    21
  1.9399172015123872E-01 a      1210     0    55     1    22
 -9.1286619171924643E-01 a      1211     0    56     1     1
  1.6366008917592278E+00 a      1212     0    56     1     2
 -6.5353626586278302E-01 a      1213     0    56     1     3
  4.1573534907277152E-02 a      1214     0    56     1     4
  1.9293258171829482E-02 a      1215     0    56     1     5
  6.3251009319816243E-01 a      1216     0    56     1     6
  1.6183410322691496E+00 a      1217     0    56     1     7
  1.6226460181620892E+00 a      1218     0    56     1     8
 -3.0361813337359511E-01 a      1219     0    56     1     9
 -3.5392022881099813E-02 a      1220     0    56     1    10
  1.4743901692476444E+00 a      1221     0    56     1    11
 -1.3400133830396310E-01 a      1222     0    56     1    12
  1.1155514978301484E+00 a      1223     0    56     1    13
 -7.8856888837522832E-01 a      1224     0    56     1    14
  1.1477480667092268E+00 a      1225     0    56     1    15
 -5.0814946841696240E-01 a      1226     0    56     1    16
 -7.4759241288916112E-01 a      1227     0    56     1    17
  1.1093830822480077E+00 a      1228     0    56     1    18
  1.5897687400713834E-03 a      1229     0    56     1    19
  1.1506830798516656E+00 a      1230     0    56     1    20
 -1.1087155893153648E+00 a      1231     0    56     1    21
 -2.2653565827040001E-01 a      1232     0    56     1    22
  2.7651049490386953E-01 a      1233     0    57     1     1
  1.3073530672844091E+00 a      1234     0    57     1     2
 -6.8997218798001325E-01 a      1235     0    57     1     3
  4.9835060150023708E-01 a      1236     0    57     1     4
 -1.0933147640262005E-01 a      1237     0    57     1     5
 -9.9048631581915791E-01 a      1238     0    57     1     6
  1.9673957507682986E+00 a      1239     0    57     1     7
 -5.5444808525017841E-01 a      1240     0    57     1     8
  5.6044424188465902E-01 a      1241     0    57     1     9
 -5.6532220194872429E-01 a      1242     0    57     1    10
  1.4765888992606016E+00 a      1243     0    57     1    11
 -7.0767867770889337E-01 a      1244     0    57     1    12
  1.1932809352190257E+00 a      1245     0    57     1    13
 -1.1392393397785174E+00 a      1246     0    57     1    14
  1.1146598658990339E+00 a      1247     0    57     1    15
  6.6761810005923794E-02 a      1248     0    57     1    16
 -1.5926221884140537E+00 a      1249     0    57     1    17
 -6.6822016198039358E-01 a      1250     0    57     1    18
 -2.0586701561793838E-01 a      1251     0    57     1    19
  2.5043269585269373E-01 a      1252     0    57     1    20
 -1.0559367520273100E+00 a      1253     0    57     1    21
  1.4481508982300792E-01 a      1254     0    57     1    22
  1.0001336287549647E+00 a      1255     0    58     1     1
 -6.8229287810311856E-01 a      1256     0    58     1     2
 -6.8435098498809022E-01 a      1257     0    58     1     3
  3.6292073173281980E-01 a      1258     0    58     1     4
 -3.7648544902011433E-01 a      1259     0    58     1     5
 -4.1451916408244971E-01 a      1260     0    58     1     6
 -3.8383399536950297E-01 a      1261     0    58     1     7
 -1.3711892392931890E-01 a      1262     0    58     1     8
 -2.6141857838016463E-01 a      1263     0    58     1     9
 -1.7069871627389042E+00 a      1264     0    58     1    10
 -9.5850939444802064E-01 a      1265     0    58     1    11
  6.6496637451150961E-02 a      1266     0    58     1    12
  1.6825523493398029E+00 a      1267     0    58     1    13
 -8.4005737580741513E-01 a      1268     0    58     1    14
 -2.2330374267587857E-01 a      1269     0    58     1    15
 -5.2699809713754897E-01 a      1270     0    58     1    16
 -1.2227818525951857E+00 a      1271     0    58     1    17
  9.1657680123820540E-01 a      1272     0    58     1    18
  1.4193867386482495E+00 a      1273     0    58     1    19
  1.1244527595998539E+00 a      1274     0    58     1    20
 -5.3714767104576422E-01 a      1275     0    58     1    21
  2.4244854848639519E-02 a      1276     0    58     1    22
 -7.4774543816103645E-01 a      1277     0    59     1     1
  4.5947584187298707E-01 a      1278     0    59     1     2
  9.1127216253694343E-01 a      1279     0    59     1     3
  1.0086847402494479E+00 a      1280     0    59     1     4
  2.9752321096802281E-01 a      1281     0    59     1     5
  6.8893255003418408E-01 a      1282     0    59     1     6
  9.5612547373374579E-01 a      1283     0    59     1     7
 -4.1920493415097093E-01 a      1284     0    59     1     8
 -2.7277519979275255E-01 a      1285     0    59     1     9
 -4.9979962914878651E-01 a      1286     0    59     1    10
  1.0455197591848662E+00 a      1287     0    59     1    11
 -3.3407870849200727E-01 a      1288     0    59     1    12
  3.0878566704622362E-01 a      1289     0    59     1    13
  6.0526915083888977E-01 a      1290     0    59     1    14
 -2.2595835870637465E-01 a      1291     0    59     1    15
  8.5375695525266782E-01 a      1292     0    59     1    16
  9.3275020085074722E-01 a      1293     0    59     1    17
  7.8400130816394009E-01 a      1294     0    59     1    18
 -1.4524589202636913E+00 a      1295     0    59     1    19
  5.9904549238990107E-02 a      1296     0    59     1    20
  9.7380244993539689E-01 a      1297     0    59     1    21
 -6.1351179533718592E-01 a      1298     0    59     1    22
 -4.5876347419261526E-01 a      1299     0    60     1     1
 -8.9253117864486831E-01 a      1300     0    60     1     2
  1.0917996479979422E+00 a      1301     0    60     1     3
  5.8044102608885129E-01 a      1302     0    60     1     4
 -5.1187021258620891E-01 a      1303     0    60     1     5
 -2.0840026463463888E+00 a      1304     0    60     1     6
  5.4769078329652232E-01 a      1305     0    60     1     7
 -2.3195829233930199E-01 a      1306     0    60     1     8
  3.3378511440617008E-02 a      1307     0    60     1     9
 -8.7773899060612770E-01 a      1308     0    60     1    10
 -8.8922312909822970E-02 a      1309     0    60     1    11
  6.9731194107432537E-01 a      1310     0    60     1    12
  1.3265916102143636E+00 a      1311     0    60     1    13
 -2.2576011440315893E-01 a      1312     0    60     1    14
  1.0487298011900030E+00 a      1313     0    60     1    15
  1.0803057770849824E+00 a      1314     0    60     1    16
 -1.1010556112664027E+00 a      1315     0    60     1    17
  3.5980625502146524E-01 a      1316     0    60     1    18
  5.6577622793446825E-01 a      1317     0    60     1    19
 -3.5373665967500417E-01 a      1318     0    60     1    20
