################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -5.8688685944291075E-01 a      1617     0    74     1    11
 -3.4910663597514171E+00 a      1618     0    74     1    12
  1.2216407714113853E+00 a      1619     0    74     1    13
  3.2751235602871378E+00 a      1620     0    74     1    14
 -1.8611194690502517E+00 a      1621     0    74     1    15
 -3.3848014817958827E-01 a      1622     0    74     1    16
  1.8221696628341475E+00 a      1623     0    74     1    17
  9.7925605524888726E-01 a      1624     0    74     1    18
 -2.0179871915938139E+00 a      1625     0    74     1    19
  1.8397255642855206E+00 a      1626     0    74     1    20
 -5.0911492101755373E-01 a      1627     0    74     1    21
  3.3950037918644155E-01 a      1628     0    74     1    22
  7.6520431394229826E-01 a      1629     0    75     1     1
 -6.8396846131731204E-01 a      1630     0    75     1     2
  1.7177415358896511E+00 a      1631     0    75     1     3
 -1.5723624914707082E+00 a      1632     0    75     1     4
  4.8329270049584883E-01 a      1633     0    75     1     5
  2.0777476002568196E-01 a      1634     0    75     1     6
  1.0872817710894986E+00 a      1635     0    75     1     7
 -1.2253699263019037E-01 a      1636     0    75     1     8
 -2.2062988107800261E+00 a      1637     0    75     1     9
  6.7899254213184712E-01 a      1638     0    75     1    10
 -2.2182758506168616E+00 a      1639     0    75     1    11
 -2.7452234405542888E+00 a      1640     0    75     1    12
  6.3836849880615310E-01 a      1641     0    75     1    13
  2.2400442212735205E+00 a      1642     0    75     1    14
  4.5021694457484482E+00 a      1643     0    75     1    15
 -1.0347843913569210E+00 a      1644     0    75     1    16
  7.2622977060572091E-01 a      1645     0    75     1    17
  3.1261175735289609E-02 a      1646     0    75     1    18
 -1.4141403681264626E+00 a      1647     0    75     1    19
  1.5178002512314981E+00 a      1648     0    75     1    20
  1.3278797130498290E+00 a      1649     0    75     1    21
 -1.7464654215163915E+00 a      1650     0    75     1    22
 -3.2913729784602568E+00 a      1651     0    76     1     1
  8.8030595449917293E-01 a      1652     0    76     1     2
 -1.1326452905479358E+00 a      1653     0    76     1     3
  1.7071409470583465E+00 a      1654     0    76     1     4
 -2.1590260068153611E+00 a      1655     0    76     1     5
 -2.0873723201034213E+00 a      1656     0    76     1     6
  9.6451925745602085E-01 a      1657     0    76     1     7
 -1.4975045151924040E+00 a      1658     0    76     1     8
  1.2276345553863828E+00 a      1659     0    76     1     9
  2.1156950451333159E+00 a      1660     0    76     1    10
 -1.4030377267269495E-01 a      1661     0    76     1    11
 -4.0172364741458916E-01 a      1662     0    76     1    12
 -2.0544325561697072E-01 a      1663     0    76     1    13
 -4.7896901360494155E+00 a      1664     0    76     1    14
  5.1999190321122226E+00 a      1665     0    76     1    15
 -3.1199213799497838E+00 a      1666     0    76     1    16
 -1.3349852254726311E+00 a      1667     0    76     1    17
 -3.7726806472103927E-02 a      1668     0    76     1    18
 -4.9368963394018035E+00 a      1669     0    76     1    19
  8.2734871047409431E-01 a      1670     0    76     1    20
 -1.7128805711841411E+00 a      1671     0    76     1    21
  1.4365850963233548E+00 a      1672     0    76     1    22
  3.4168256943395487E+00 a      1673     0    77     1     1
 -1.1793194432379471E-01 a      1674     0    77     1     2
 -2.9620978860467706E+00 a      1675     0    77     1     3
 -8.4430379936431554E-01 a      1676     0    77     1     4
 -1.2931047393535622E+00 a      1677     0    77     1     5
 -5.2248022636590674E-01 a      1678     0    77     1     6
  3.3315497986892675E+00 a      1679     0    77     1     7
  9.7740338077260791E-01 a      1680     0    77     1     8
  2.6383235741420656E+00 a      1681     0    77     1     9
  1.4595599733173512E-01 a      1682     0    77     1    10
  1.3506449295502327E+00 a      1683     0    77     1    11
  5.1699510169358653E-01 a      1684     0    77     1    12
 -1.3851664716689067E+00 a      1685     0    77     1    13
 -1.1275965931015275E+00 a      1686     0    77     1    14
 -3.9557284098934486E+00 a      1687     0    77     1    15
 -6.6283861648777787E-01 a      1688     0    77     1    16
  9.0085168052861497E-01 a      1689     0    77     1    17
  1.6453845306647630E+00 a      1690     0    77     1    18
  3.6195493961447549E+00 a      1691     0    77     1    19
 -5.1813734999955754E+00 a      1692     0    77     1    20
  4.6637823943084067E+00 a      1693     0    77     1    21
  3.4704438259857526E+00 a      1694     0    77     1    22
  3.2916102185335450E-01 a      1695     0    78     1     1
  3.8581363286556436E-01 a      1696     0    78     1     2
  8.4184657097652615E-01 a      1697     0    78     1     3
 -3.0784828750470611E-01 a      1698     0    78     1     4
  5.0087903969093439E-01 a      1699     0    78     1     5
  1.1053266042044718E+00 a      1700     0    78     1     6
  7.1445675640821649E-01 a      1701     0    78     1     7
  2.5714307662611402E-01 a      1702     0    78     1     8
  5.9838264174521494E-01 a      1703     0    78     1     9
 -1.7346190095764510E-01 a      1704     0    78     1    10
  1.1078020963718374E+00 a      1705     0    78     1    11
  1.6250092371053930E+00 a      1706     0    78     1    12
 -1.2176435641112109E+00 a      1707     0    78     1    13
 -1.0889376112053875E+00 a      1708     0    78     1    14
  1.0069085294268860E+00 a      1709     0    78     1    15
 -2.3656880656218169E+00 a      1710     0    78     1    16
  1.3699894487186950E-01 a      1711     0    78     1    17
 -1.1152953755062260E-01 a      1712     0    78     1    18
 -2.6656878038640058E-01 a      1713     0    78     1    19
 -1.4736522005398747E+00 a      1714     0    78     1    20
  2.0571727331922278E+00 a      1715     0    78     1    21
  6.2211470319833684E-01 a      1716     0    78     1    22
  4.4448626417451503E-01 a      1717     0    79     1     1
 -8.1820324497870378E-01 a      1718     0    79     1     2
 -7.6961826225322727E-01 a      1719     0    79     1     3
 -4.2200496955761502E-01 a      1720     0    79     1     4
 -9.9925566699340093E-02 a      1721     0    79     1     5
  6.0053723621881161E-01 a      1722     0    79     1     6
  1.4583845199367580E+00 a      1723     0    79     1     7
  5.6860873925994315E-01 a      1724     0    79     1     8
 -5.5542100478314960E-01 a      1725     0    79     1     9
  4.0655226674717321E-01 a      1726     0    79     1    10
  1.4443525695243489E+00 a      1727     0    79     1    11
  1.9391758548591176E-01 a      1728     0    79     1    12
  1.2253349249649577E+00 a      1729     0    79     1    13
  6.3221765695343057E-01 a      1730     0    79     1    14
  2.8562483661209426E-01 a      1731     0    79     1    15
  5.8773316004042631E-01 a      1732     0    79     1    16
  1.2252611025190436E+00 a      1733     0    79     1    17
 -2.6058979537299098E-01 a      1734     0    79     1    18
 -5.2762562057069118E-01 a      1735     0    79     1    19
  6.6333708222324783E-01 a      1736     0    79     1    20
  8.5975607619725294E-02 a      1737     0    79     1    21
 -1.0556788649377029E+00 a      1738     0    79     1    22
  3.2129915906924031E-02 a      1739     0    80     1     1
  2.0167212260672132E-01 a      1740     0    80     1     2
  9.0807019432745195E-01 a      1741     0    80     1     3
 -3.7229146928438850E-01 a      1742     0    80     1     4
  1.1910845874299263E+00 a      1743     0    80     1     5
  1.8076533187877730E-01 a      1744     0    80     1     6
 -2.4668121541442356E+00 a      1745     0    80     1     7
  3.8612113448637175E-01 a      1746     0    80     1     8
 -7.9425982462337275E-01 a      1747     0    80     1     9
  1.7953338361261864E-01 a      1748     0    80     1    10
  1.7851894885157134E+00 a      1749     0    80     1    11
 -2.5343141032536796E+00 a      1750     0    80     1    12
  2.1190633708338287E+00 a      1751     0    80     1    13
 -8.9779521751599381E-02 a      1752     0    80     1    14
  9.6042359596662186E-01 a      1753     0    80     1    15
 -1.4094839181772307E+00 a      1754     0    80     1    16
  1.7084030402798300E+00 a      1755     0    80     1    17
  1.4729658622135591E+00 a      1756     0    80     1    18
 -5.8477052070901381E-01 a      1757     0    80     1    19
  9.4519327942405251E-01 a      1758     0    80     1    20
 -1.2055769657619542E+00 a      1759     0    80     1    21
 -3.6198968438780561E+00 a      1760     0    80     1    22
 -2.3288788164769043E+00 a      1761     0    81     1     1
  9.2943577394412569E-01 a      1762     0    81     1     2
 -2.2549867327960800E+00 a      1763     0    81     1     3
  9.0519899922649483E+00 a      1764     0    81     1     4
 -7.1825446178420449E-01 a      1765     0    81     1     5
  2.3216357736162962E-01 a      1766     0    81     1     6
 -2.8422365587007707E+00 a      1767     0    81     1     7
 -3.7882434049647502E+00 a      1768     0    81     1     8
 -4.3084370038683968E+00 a      1769     0    81     1     9
 -5.4412745874562118E-01 a      1770     0    81     1    10
  7.2092932545567068E-01 a      1771     0    81     1    11
  5.4910058728888851E+00 a      1772     0    81     1    12
 -1.5136421095675319E+00 a      1773     0    81     1    13
 -1.5188010908273346E+00 a      1774     0    81     1    14
 -6.0279838891127480E-01 a      1775     0    81     1    15
 -3.0061449260087878E+00 a      1776     0    81     1    16
  1.8314662029045095E+00 a      1777     0    81     1    17
 -1.8011974250048998E-01 a      1778     0    81     1    18
  1.7356242233512726E+00 a      1779     0    81     1    19
 -6.5559238146818177E-01 a      1780     0    81     1    20
  2.5359800441147279E-01 a      1781     0    81     1    21
 -3.4024116630146378E-01 a      1782     0    81     1    22
 -2.2732342377376731E+00 a      1783     0    82     1     1
 -5.9957485472544725E-01 a      1784     0    82     1     2
  1.6580071914655063E+00 a      1785     0    82     1     3
 -2.9551252526866834E+00 a      1786     0    82     1     4
 -4.7756894363907482E-01 a      1787     0    82     1     5
  8.3108241722879528E-01 a      1788     0    82     1     6
  1.0142147318971793E+00 a      1789     0    82     1     7
  4.3142470275382822E-01 a      1790     0    82     1     8
  6.3046804432793024E-01 a      1791     0    82     1     9
  2.3183716041921980E+00 a      1792     0    82     1    10
 -1.3413719714370449E+00 a      1793     0    82     1    11
 -1.2566178676190376E+00 a      1794     0    82     1    12
 -1.5000025696550561E+00 a      1795     0    82     1    13
 -1.0436930288716664E+00 a      1796     0    82     1    14
 -2.1211763224530666E+00 a      1797     0    82     1    15
  9.4051322982798238E-02 a      1798     0    82     1    16
  2.3329486429247726E+00 a      1799     0    82     1    17
 -6.8645926985760508E-01 a      1800     0    82     1    18
  2.6639974099746553E+00 a      1801     0    82     1    19
  2.4600876476911702E+00 a      1802     0    82     1    20
 -1.9343160503015167E+00 a      1803     0    82     1    21
 -1.8176457627010132E+00 a      1804     0    82     1    22
 -6.1041316628239073E-01 a      1805     0    83     1     1
 -9.7753096880405210E-01 a      1806     0    83     1     2
  5.4462422115541698E-01 a      1807     0    83     1     3
  2.7355012412107432E-01 a      1808     0    83     1     4
  2.6145487570057329E+00 a      1809     0    83     1     5
 -4.2168736320792144E-01 a      1810     0    83     1     6
  2.0839645874309953E+00 a      1811     0    83     1     7
 -5.5514560017748349E-01 a      1812     0    83     1     8
 -1.7401091657860437E+00 a      1813     0    83     1     9
 -8.9688121828267042E-01 a      1814     0    83     1    10
 -2.6192977435404239E+00 a      1815     0    83     1    11
 -4.5989099120560939E-01 a      1816     0    83     1    12
 -9.0755050810890792E-01 a      1817     0    83     1    13
 -2.3455884788933856E+00 a      1818     0    83     1    14
 -9.2224909064439209E-01 a      1819     0    83     1    15
 -3.4407123446809329E-01 a      1820     0    83     1    16
  8.7407779708531264E-01 a      1821     0    83     1    17
 -1.5769305420313169E+00 a      1822     0    83     1    18
 -5.3951129955568267E-03 a      1823     0    83     1    19
  1.1637019597167038E+00 a      1824     0    83     1    20
  2.0190735744165358E+00 a      1825     0    83     1    21
 -2.3489143821020688E+00 a      1826     0    83     1    22
  7.8394742785714247E-02 a      1827     0    84     1     1
  3.4464538781211912E-01 a      1828     0    84     1     2
 -1.3595659743605586E+00 a      1829     0    84     1     3
 -1.8729925999629846E+00 a      1830     0    84     1     4
 -1.9117223669255590E-01 a      1831     0    84     1     5
 -7.8184928226023465E-01 a      1832     0    84     1     6
 -1.1279419293780362E+00 a      1833     0    84     1     7
 -1.4078915552167401E+00 a      1834     0    84     1     8
 -1.9163707346147389E+00 a      1835     0    84     1     9
  6.6548149183264460E-01 a      1836     0    84     1    10
  1.1359848813733422E+00 a      1837     0    84     1    11
 -1.0789415825883240E+00 a      1838     0    84     1    12
 -1.1079377619987805E+00 a      1839     0    84     1    13
 -4.1780251115957308E+00 a      1840     0    84     1    14
 -9.8589855535318416E-01 a      1841     0    84     1    15
  6.8594729765542839E-01 a      1842     0    84     1    16
  3.4102812259341009E-01 a      1843     0    84     1    17
  3.2244748442210991E-01 a      1844     0    84     1    18
 -1.1527586933892624E+00 a      1845     0    84     1    19
 -4.9609948690905947E-01 a      1846     0    84     1    20
 -2.7374109167310241E+00 a      1847     0    84     1    21
  1.9732725362160615E+00 a      1848     0    84     1    22
  7.3208014937604510E-02 a      1849     0    85     1     1
 -4.7789244123928237E-01 a      1850     0    85     1     2
 -1.3621568867281992E+00 a      1851     0    85     1     3
 -1.6082080158384469E+00 a      1852     0    85     1     4
 -8.4362966223958435E-01 a      1853     0    85     1     5
  1.7325236593315824E-01 a      1854     0    85     1     6
 -1.7791932004267144E+00 a      1855     0    85     1     7
  2.1758801425581331E+00 a      1856     0    85     1     8
 -3.5003027652136893E+00 a      1857     0    85     1     9
 -2.2184829507110453E+00 a      1858     0    85     1    10
  2.0157895031357009E+00 a      1859     0    85     1    11
  2.3396058340252717E+00 a      1860     0    85     1    12
  1.9600830088126548E+00 a      1861     0    85     1    13
  2.0132338205563851E+00 a      1862     0    85     1    14
 -2.0838019368124243E+00 a      1863     0    85     1    15
  1.7063637233585677E-01 a      1864     0    85     1    16
  1.2562040154019323E+00 a      1865     0    85     1    17
 -1.5565002931204325E-01 a      1866     0    85     1    18
  8.3167019066893166E-01 a      1867     0    85     1    19
 -2.2430801082051027E-01 a      1868     0    85     1    20
 -4.6936921666336623E-01 a      1869     0    85     1    21
 -1.5616140095045092E+00 a      1870     0    85     1    22
 -1.5670139820201940E+00 a      1871     0    86     1     1
  1.9819388580523611E-01 a      1872     0    86     1     2
 -1.6345595733163083E+00 a      1873     0    86     1     3
 -6.4072258353917066E-01 a      1874     0    86     1     4
  7.8740754840217464E-01 a      1875     0    86     1     5
  9.0741839925779089E-01 a      1876     0    86     1     6
  9.9787108437749139E-01 a      1877     0    86     1     7
 -8.8982057627521638E-01 a      1878     0    86     1     8
 -2.7739788019980938E-01 a      1879     0    86     1     9
  2.0548341975812114E+00 a      1880     0    86     1    10
  8.7330434351195071E-02 a      1881     0    86     1    11
  3.3246310364278502E+00 a      1882     0    86     1    12
 -9.9786500863417371E-01 a      1883     0    86     1    13
 -2.6644009797898205E+00 a      1884     0    86     1    14
 -3.0715833912128193E-01 a      1885     0    86     1    15
  4.0115546079907585E+00 a      1886     0    86     1    16
 -9.5004246156607797E-02 a      1887     0    86     1    17
  4.4135053704385091E-01 a      1888     0    86     1    18
  1.5961156873080329E+00 a      1889     0    86     1    19
 -1.1987831829255682E+00 a      1890     0    86     1    20
 -8.8979834403591240E-01 a      1891     0    86     1    21
  3.8126339498864632E+00 a      1892     0    86     1    22
  1.0555783518345148E+00 a      1893     0    87     1     1
 -5.0404212284132832E-02 a      1894     0    87     1     2
  1.1853773607724687E+00 a      1895     0    87     1     3
 -6.9650061576262756E-01 a      1896     0    87     1     4
 -3.7917799669361868E-01 a      1897     0    87     1     5
 -6.5419747675810547E-02 a      1898     0    87     1     6
 -4.6357709621918326E-02 a      1899     0    87     1     7
  1.5651071387324322E+00 a      1900     0    87     1     8
  1.3927299026634732E-01 a      1901     0    87     1     9
  1.3636868776590499E-01 a      1902     0    87     1    10
  6.0503833908168736E-01 a      1903     0    87     1    11
 -7.1975124888229902E-01 a      1904     0    87     1    12
  6.0058892326794644E-01 a      1905     0    87     1    13
  2.5234638574871826E+00 a      1906     0    87     1    14
  2.9019922994809315E+00 a      1907     0    87     1    15
 -5.6452029302678675E-01 a      1908     0    87     1    16
  1.1179591486244100E+00 a      1909     0    87     1    17
  1.8323009370330428E+00 a      1910     0    87     1    18
  1.5012611128828803E+00 a      1911     0    87     1    19
 -3.5550127397858913E+00 a      1912     0    87     1    20
 -1.3351730822354988E+00 a      1913     0    87     1    21
 -1.2199094655220946E+00 a      1914     0    87     1    22
  4.8482988386841630E-01 a      1915     0    88     1     1
 -2.4381677210882816E-01 a      1916     0    88     1     2
  9.0711916641050239E-01 a      1917     0    88     1     3
  1.9675632728125498E+00 a      1918     0    88     1     4
  4.3138463696593593E-01 a      1919     0    88     1     5
 -4.9154244968325045E-01 a      1920     0    88     1     6
  1.8656511876238605E-01 a      1921     0    88     1     7
 -5.1929098406424748E-02 a      1922     0    88     1     8
  7.7350449152328082E-01 a      1923     0    88     1     9
  7.4345351159682799E-02 a      1924     0    88     1    10
 -9.3264822142399817E-01 a      1925     0    88     1    11
  3.3424368740464822E-01 a      1926     0    88     1    12
  5.1913505710198271E-01 a      1927     0    88     1    13
  2.5375805641490983E+00 a      1928     0    88     1    14
 -7.4536314541400939E-01 a      1929     0    88     1    15
 -4.2249689470728891E-01 a      1930     0    88     1    16
  7.7636189651473109E-01 a      1931     0    88     1    17
 -8.2250618613884580E-02 a      1932     0    88     1    18
  8.5203096123485655E-01 a      1933     0    88     1    19
 -4.7935035952371946E-01 a      1934     0    88     1    20
  7.1552986860016798E-01 a      1935     0    88     1    21
  7.5760850089962062E-01 a      1936     0    88     1    22
 -8.6934006479659742E-01 a      1937     0    89     1     1
  2.6967190805852775E-01 a      1938     0    89     1     2
 -7.2345605276029346E-02 a      1939     0    89     1     3
  2.0122846750796826E+00 a      1940     0    89     1     4
  1.4929425251368891E+00 a      1941     0    89     1     5
  5.0318749311253386E-01 a      1942     0    89     1     6
 -7.5995416566743257E-01 a      1943     0    89     1     7
  6.0495420039486303E-01 a      1944     0    89     1     8
  5.0789807657645805E-02 a      1945     0    89     1     9
 -4.2075035993001608E-01 a      1946     0    89     1    10
 -2.1500200679928323E+00 a      1947     0    89     1    11
 -1.4800126699774463E+00 a      1948     0    89     1    12
 -1.9641422882000437E+00 a      1949     0    89     1    13
  1.0626575560419180E+00 a      1950     0    89     1    14
 -2.8230212437996420E+00 a      1951     0    89     1    15
 -9.3051531535772702E-01 a      1952     0    89     1    16
 -2.8268705074177943E-02 a      1953     0    89     1    17
 -9.7043631008297615E-01 a      1954     0    89     1    18
 -5.7068140913558729E-01 a      1955     0    89     1    19
  2.0673208311936273E-01 a      1956     0    89     1    20
 -5.7667501990219683E-01 a      1957     0    89     1    21
  4.2398980798040625E-01 a      1958     0    89     1    22
  1.7044964294537341E+00 a      1959     0    90     1     1
 -8.3376698071478661E-01 a      1960     0    90     1     2
  2.3119103447147149E-01 a      1961     0    90     1     3
 -3.2388074390704524E-01 a      1962     0    90     1     4
 -6.1001041433809811E-01 a      1963     0    90     1     5
  3.0871396117265537E-01 a      1964     0    90     1     6
 -2.8804444399250301E-01 a      1965     0    90     1     7
 -2.2410793541348077E+00 a      1966     0    90     1     8
 -1.5026561636450539E-01 a      1967     0    90     1     9
  1.7867621162850733E+00 a      1968     0    90     1    10
 -2.8728304749697792E-01 a      1969     0    90     1    11
  1.2029372151753266E+00 a      1970     0    90     1    12
 -2.3732753165135927E+00 a      1971     0    90     1    13
 -3.1773101109622006E+00 a      1972     0    90     1    14
 -1.1512261710822849E+00 a      1973     0    90     1    15
  1.7715226942408941E+00 a      1974     0    90     1    16
 -4.9533796454348689E-01 a      1975     0    90     1    17
  5.2316658490222323E-01 a      1976     0    90     1    18
 -1.1583462694554985E+00 a      1977     0    90     1    19
  3.6195716299230424E-01 a      1978     0    90     1    20
  1.3943823438902843E+00 a      1979     0    90     1    21
  2.9334146081893175E+00 a      1980     0    90     1    22
  7.7590449190993738E-01 a      1981     0    91     1     1
  7.7619676820298122E-01 a      1982     0    91     1     2
 -2.4005561289982216E-01 a      1983     0    91     1     3
 -3.4044157618305770E+00 a      1984     0    91     1     4
  7.7351132456756533E-01 a      1985     0    91     1     5
  6.8489736255872058E-01 a      1986     0    91     1     6
 -6.4169773176421807E-01 a      1987     0    91     1     7
  1.1741419207215480E+00 a      1988     0    91     1     8
  2.0706796348298759E-01 a      1989     0    91     1     9
 -6.8077521319182044E-01 a      1990     0    91     1    10
  9.9226751528894463E-01 a      1991     0    91     1    11
  1.4677120153741741E-01 a      1992     0    91     1    12
  1.9052456063140275E+00 a      1993     0    91     1    13
  6.4371391643530740E-01 a      1994     0    91     1    14
 -1.7305675199993631E+00 a      1995     0    91     1    15
  4.0996487101684326E-01 a      1996     0    91     1    16
  1.1619409109884562E+00 a      1997     0    91     1    17
  1.1984621094568559E-01 a      1998     0    91     1    18
  3.2337404686042204E-01 a      1999     0    91     1    19
  1.0795814720368575E+00 a      2000     0    91     1    20
 -3.0600032206667799E-01 a      2001     0    91     1    21
 -1.5204547539940307E+00 a      2002     0    91     1    22
  1.3174987266926221E+00 a      2003     0    92     1     1
 -1.0095341689173187E+00 a      2004     0    92     1     2
  1.1399496797993107E+00 a      2005     0    92     1     3
 -5.7028898142859594E+00 a      2006     0    92     1     4
  8.0650072277460683E-01 a      2007     0    92     1     5
  4.9581373949941637E-01 a      2008     0    92     1     6
  1.3579057739922923E-01 a      2009     0    92     1     7
  4.1104353888036860E-01 a      2010     0    92     1     8
  4.1571668593390418E+00 a      2011     0    92     1     9
 -3.4429526324142841E+00 a      2012     0    92     1    10
 -1.4541482291362042E+00 a      2013     0    92     1    11
  1.2961902574322912E+00 a      2014     0    92     1    12
  1.7920728793964018E+00 a      2015     0    92     1    13
  1.8770550267975883E+00 a      2016     0    92     1    14
 -3.5210327483226691E+00 a      2017     0    92     1    15
  1.2846099423255526E+00 a      2018     0    92     1    16
  1.1272624744829081E+00 a      2019     0    92     1    17
  1.4091834896247504E-01 a      2020     0    92     1    18
  2.7610596693872518E+00 a      2021     0    92     1    19
  2.3779630035745805E-01 a      2022     0    92     1    20
  2.3258743358294548E-01 a      2023     0    92     1    21
 -2.6391795025761793E+00 a      2024     0    92     1    22
 -1.5250679639228584E+00 a      2025     0    93     1     1
 -3.8581293095974029E-01 a      2026     0    93     1     2
 -1.9621626015561455E+00 a      2027     0    93     1     3
 -1.8568321745353635E+00 a      2028     0    93     1     4
 -2.7416890557739264E+00 a      2029     0    93     1     5
 -1.5915064002657830E+00 a      2030     0    93     1     6
  2.2245462528216051E+00 a      2031     0    93     1     7
 -1.0156417784070211E+00 a      2032     0    93     1     8
  1.8792889476718939E+00 a      2033     0    93     1     9
 -8.0209496933210250E-02 a      2034     0    93     1    10
  7.7989262837680606E-01 a      2035     0    93     1    11
  1.6042065849918243E+00 a      2036     0    93     1    12
 -1.8752320703653143E+00 a      2037     0    93     1    13
 -4.8664045865593186E+00 a      2038     0    93     1    14
  2.6887378213274454E-01 a      2039     0    93     1    15
 -1.3663652496642134E+00 a      2040     0    93     1    16
 -1.0511463562145662E+00 a      2041     0    93     1    17
  1.2563981591089915E-01 a      2042     0    93     1    18
 -5.5355347449910752E+00 a      2043     0    93     1    19
  5.4174395859204685E+00 a      2044     0    93     1    20
  2.8985787997880421E+00 a      2045     0    93     1    21
  3.9746901036043092E-01 a      2046     0    93     1    22
  3.5936305866143314E-01 a      2047     0    94     1     1
  1.4333281723611124E+00 a      2048     0    94     1     2
 -2.0375777853566550E+00 a      2049     0    94     1     3
 -2.9934893103825022E+00 a      2050     0    94     1     4
  1.2902725874316021E+00 a      2051     0    94     1     5
 -1.2443873515663675E+00 a      2052     0    94     1     6
 -1.8575086029759622E-01 a      2053     0    94     1     7
  7.5031584337938195E-01 a      2054     0    94     1     8
 -2.3033249067528740E+00 a      2055     0    94     1     9
 -1.1225818760104145E+00 a      2056     0    94     1    10
  5.8076894318158501E-01 a      2057     0    94     1    11
  3.2925545672754222E+00 a      2058     0    94     1    12
 -2.3187190348879928E-02 a      2059     0    94     1    13
 -1.5224456190443814E+00 a      2060     0    94     1    14
 -1.4933039651451558E+00 a      2061     0    94     1    15
  1.0472190495350584E+00 a      2062     0    94     1    16
  1.5999967314669408E-01 a      2063     0    94     1    17
 -1.3964857732763429E+00 a      2064     0    94     1    18
 -2.9586798012913701E-01 a      2065     0    94     1    19
 -1.6050896418320182E+00 a      2066     0    94     1    20
 -6.7494778445415393E-01 a      2067     0    94     1    21
 -1.4603095707745679E+00 a      2068     0    94     1    22
  1.2119512865266500E+00 a      2069     0    95     1     1
 -1.0348911345332596E+00 a      2070     0    95     1     2
 -1.1591853511393913E+00 a      2071     0    95     1     3
  1.2969896900698484E-02 a      2072     0    95     1     4
  2.0282895483055983E+00 a      2073     0    95     1     5
  7.6661425391525206E-01 a      2074     0    95     1     6
 -1.0528159763682521E+00 a      2075     0    95     1     7
  4.1340348097835946E+00 a      2076     0    95     1     8
  3.2887308295666584E-01 a      2077     0    95     1     9
  1.3061615210473012E+00 a      2078     0    95     1    10
  5.3298761561490615E-01 a      2079     0    95     1    11
  1.3089343183790196E+00 a      2080     0    95     1    12
  1.6889130347696579E+00 a      2081     0    95     1    13
  4.2190447941967152E-01 a      2082     0    95     1    14
 -6.6077166742652738E+00 a      2083     0    95     1    15
 -7.0751192808970831E-01 a      2084     0    95     1    16
  8.7031967246579534E-01 a      2085     0    95     1    17
  1.2556849160529611E+00 a      2086     0    95     1    18
  1.3385714235353707E+00 a      2087     0    95     1    19
 -3.8533269545254050E+00 a      2088     0    95     1    20
 -3.5647028533098419E+00 a      2089     0    95     1    21
  2.1667724941959472E+00 a      2090     0    95     1    22
 -1.4101851220337771E+00 a      2091     0    96     1     1
  3.8958173172981275E-01 a      2092     0    96     1     2
  1.2763482158676223E+00 a      2093     0    96     1     3
  1.1568389500189786E+00 a      2094     0    96     1     4
  1.4410619296996727E+00 a      2095     0    96     1     5
 -7.3716815426577775E-01 a      2096     0    96     1     6
 -1.9808665602347477E+00 a      2097     0    96     1     7
 -1.6550148387809644E+00 a      2098     0    96     1     8
  1.6889492952739060E+00 a      2099     0    96     1     9
 -1.7997872684915097E+00 a      2100     0    96     1    10
  5.4680718895975444E-01 a      2101     0    96     1    11
 -1.0362957513065043E+00 a      2102     0    96     1    12
 -2.5721536762513553E-01 a      2103     0    96     1    13
 -2.3649252181576861E+00 a      2104     0    96     1    14
  5.1551142004962469E-01 a      2105     0    96     1    15
  1.8088969657547360E+00 a      2106     0    96     1    16
 -1.4916895405480368E-01 a      2107     0    96     1    17
  7.7535536381765569E-01 a      2108     0    96     1    18
  9.7777485554280685E-01 a      2109     0    96     1    19
 -1.6852526345473583E-02 a      2110     0    96     1    20
  1.5117857415486016E-01 a      2111     0    96     1    21
  3.9018371747457664E-01 a      2112     0    96     1    22
  1.5529717579127462E+00 a      2113     0    97     1     1
  5.9248476233466685E-01 a      2114     0    97     1     2
  1.6780583567441196E+00 a      2115     0    97     1     3
  1.8614243998383806E+00 a      2116     0    97     1     4
  1.0847881375492127E-02 a      2117     0    97     1     5
 -5.4653542484827045E-01 a      2118     0    97     1     6
  5.1563452946730381E-01 a      2119     0    97     1     7
  4.2145444014679712E-01 a      2120     0    97     1     8
 -6.4327952064979177E-01 a      2121     0    97     1     9
  1.3122691473042052E+00 a      2122     0    97     1    10
  1.5470378747950930E+00 a      2123     0    97     1    11
 -7.7216454419509184E-01 a      2124     0    97     1    12
 -8.0037594316257094E-02 a      2125     0    97     1    13
  7.6467476411343660E-01 a      2126     0    97     1    14
 -2.4242986811796490E+00 a      2127     0    97     1    15
 -5.0248453149135064E-01 a      2128     0    97     1    16
 -6.2788364015393516E-01 a      2129     0    97     1    17
  3.6236618760808836E-01 a      2130     0    97     1    18
  9.0208420227828701E-01 a      2131     0    97     1    19
 -6.1631952591259453E-01 a      2132     0    97     1    20
  9.7288886780550266E-01 a      2133     0    97     1    21
 -3.4733236701493742E-01 a      2134     0    97     1    22
 -8.9192155741535661E-01 a      2135     0    98     1     1
