################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.3353331388664476E+00 a      1726     0    79     1    10
  1.0680410742270219E-01 a      1727     0    79     1    11
  3.2918783117253175E-01 a      1728     0    79     1    12
  9.9013769795734330E-01 a      1729     0    79     1    13
 -3.6528154372643690E-01 a      1730     0    79     1    14
  8.5236305769136722E-01 a      1731     0    79     1    15
  7.1071790505926558E-01 a      1732     0    79     1    16
 -1.4912245753410334E+00 a      1733     0    79     1    17
  1.2545455007001709E+00 a      1734     0    79     1    18
 -6.3246623882628761E-01 a      1735     0    79     1    19
  3.1356466541265027E-01 a      1736     0    79     1    20
  4.7685540549451183E-01 a      1737     0    79     1    21
 -1.0080901818487740E+00 a      1738     0    79     1    22
 -2.1059194546283795E+00 a      1739     0    80     1     1
 -1.7045958891327238E+00 a      1740     0    80     1     2
  9.1617258076855349E-02 a      1741     0    80     1     3
  2.0417730449097018E+00 a      1742     0    80     1     4
 -1.5308312767612358E+00 a      1743     0    80     1     5
  1.1782683000542062E+00 a      1744     0    80     1     6
  7.8096782230222417E-01 a      1745     0    80     1     7
  3.0711258029224031E-02 a      1746     0    80     1     8
 -6.1084653673559808E-01 a      1747     0    80     1     9
  2.3724970191607935E+00 a      1748     0    80     1    10
  3.4938917052704594E+00 a      1749     0    80     1    11
  8.2166116408035095E-01 a      1750     0    80     1    12
 -1.2895830574561540E-01 a      1751     0    80     1    13
 -8.6412486888880591E-01 a      1752     0    80     1    14
 -1.0111434522040084E+00 a      1753     0    80     1    15
  1.4795897574728236E+00 a      1754     0    80     1    16
  6.3113978524430314E-01 a      1755     0    80     1    17
 -1.5485730609789823E+00 a      1756     0    80     1    18
 -6.2763750319188039E-01 a      1757     0    80     1    19
 -1.3132106584243248E+00 a      1758     0    80     1    20
  1.5913452937750312E+00 a      1759     0    80     1    21
 -6.2101074424121772E-01 a      1760     0    80     1    22
  4.6519040601716896E-02 a      1761     0    81     1     1
 -1.4553352666146707E-01 a      1762     0    81     1     2
  7.0563558119590819E-01 a      1763     0    81     1     3
  5.3962250862430217E-01 a      1764     0    81     1     4
  5.0977421020736069E-01 a      1765     0    81     1     5
  7.7078824752544919E-02 a      1766     0    81     1     6
  6.7409602247780864E-01 a      1767     0    81     1     7
  1.3822297339013048E+00 a      1768     0    81     1     8
  3.0011078284990211E-01 a      1769     0    81     1     9
  1.1243072125665338E-01 a      1770     0    81     1    10
  4.0179069269347745E-01 a      1771     0    81     1    11
 -5.9723436144365938E-01 a      1772     0    81     1    12
  1.7091801033327445E+00 a      1773     0    81     1    13
  1.2927654538830158E+00 a      1774     0    81     1    14
 -1.3593699163183490E+00 a      1775     0    81     1    15
  8.3323757564261247E-02 a      1776     0    81     1    16
 -1.2478828143147158E+00 a      1777     0    81     1    17
  6.7487154296849283E-01 a      1778     0    81     1    18
 -6.4410089001715942E-01 a      1779     0    81     1    19
  1.4357996912837157E-01 a      1780     0    81     1    20
 -1.7896473467519235E-02 a      1781     0    81     1    21
 -6.7421431882767802E-01 a      1782     0    81     1    22
  1.5750057090025829E-01 a      1783     0    82     1     1
 -1.2814413488766867E+00 a      1784     0    82     1     2
  7.5711083021731118E-01 a      1785     0    82     1     3
  1.1024629000913500E+00 a      1786     0    82     1     4
 -6.5276522202055140E-02 a      1787     0    82     1     5
  2.8713870342475567E-01 a      1788     0    82     1     6
 -6.6939178830462731E-01 a      1789     0    82     1     7
  8.4837777870116549E-01 a      1790     0    82     1     8
 -5.4327761574513578E-01 a      1791     0    82     1     9
  1.1379111131580173E+00 a      1792     0    82     1    10
 -8.8057525550258475E-01 a      1793     0    82     1    11
 -1.0424891973174713E+00 a      1794     0    82     1    12
  7.6655938748775035E-02 a      1795     0    82     1    13
 -1.9819523002149367E-01 a      1796     0    82     1    14
 -4.1610202488293202E-01 a      1797     0    82     1    15
 -9.5803829621366354E-01 a      1798     0    82     1    16
  1.4284145733471612E+00 a      1799     0    82     1    17
  4.5372794155773888E-01 a      1800     0    82     1    18
 -4.4485847605306506E-01 a      1801     0    82     1    19
 -4.1908939770995018E-01 a      1802     0    82     1    20
 -6.3145699786317089E-01 a      1803     0    82     1    21
 -6.3375159091636069E-01 a      1804     0    82     1    22
  4.1810481129531268E-01 a      1805     0    83     1     1
 -2.7996614794430439E+00 a      1806     0    83     1     2
  1.8077221673592445E+00 a      1807     0    83     1     3
  2.3665235308378878E+00 a      1808     0    83     1     4
 -1.2721303362449388E+00 a      1809     0    83     1     5
  1.7785110040824495E-01 a      1810     0    83     1     6
  3.8163474550094439E-01 a      1811     0    83     1     7
  1.3715251089261815E+00 a      1812     0    83     1     8
 -5.5678169491790119E-01 a      1813     0    83     1     9
  2.3986831261187023E+00 a      1814     0    83     1    10
  1.0681317608815151E+00 a      1815     0    83     1    11
  4.7091358197223054E-01 a      1816     0    83     1    12
 -5.5307314451787193E-01 a      1817     0    83     1    13
  2.3634525617582902E+00 a      1818     0    83     1    14
  5.8780235300988237E-01 a      1819     0    83     1    15
 -6.6752846554617373E-01 a      1820     0    83     1    16
 -3.0069068583691769E+00 a      1821     0    83     1    17
 -1.7699612996923382E+00 a      1822     0    83     1    18
  1.5134612357019186E+00 a      1823     0    83     1    19
  3.0431942831191638E+00 a      1824     0    83     1    20
  5.3515276738308359E-01 a      1825     0    83     1    21
 -1.7106474258740632E+00 a      1826     0    83     1    22
 -2.2320327381467093E+00 a      1827     0    84     1     1
 -7.0766121968395224E-01 a      1828     0    84     1     2
 -6.9530778149325889E-01 a      1829     0    84     1     3
  2.3320577716362365E+00 a      1830     0    84     1     4
 -3.1050353601525353E+00 a      1831     0    84     1     5
  1.1516016225480485E+00 a      1832     0    84     1     6
  1.1430703594158961E-01 a      1833     0    84     1     7
 -5.1772709779183286E+00 a      1834     0    84     1     8
 -4.5077416622925814E-01 a      1835     0    84     1     9
  6.7249685461956048E+00 a      1836     0    84     1    10
  2.8270254521142775E+00 a      1837     0    84     1    11
 -1.3521101973141216E+00 a      1838     0    84     1    12
  1.2205430949338314E+00 a      1839     0    84     1    13
 -9.2610778537590888E-01 a      1840     0    84     1    14
  4.2861117432718182E-01 a      1841     0    84     1    15
 -2.2409815262987158E+00 a      1842     0    84     1    16
 -3.2009096075242399E-01 a      1843     0    84     1    17
 -2.1191619298499395E-01 a      1844     0    84     1    18
 -9.9726976022884151E-01 a      1845     0    84     1    19
 -3.1926955661870546E+00 a      1846     0    84     1    20
 -2.5460042172548594E+00 a      1847     0    84     1    21
 -1.1271471415272019E+00 a      1848     0    84     1    22
 -2.7907149502942814E+00 a      1849     0    85     1     1
  2.8381629369927328E+00 a      1850     0    85     1     2
  1.4044375089219502E-01 a      1851     0    85     1     3
  2.6168007597224668E-01 a      1852     0    85     1     4
  1.8864722438810801E+00 a      1853     0    85     1     5
 -5.7996123195497851E-01 a      1854     0    85     1     6
  5.7956336269226261E-01 a      1855     0    85     1     7
 -2.6739547387040243E+00 a      1856     0    85     1     8
 -4.8274746126583484E-01 a      1857     0    85     1     9
  4.2297143311887192E-01 a      1858     0    85     1    10
 -8.6554742600764389E-01 a      1859     0    85     1    11
  2.9425648720101549E-01 a      1860     0    85     1    12
  1.1907429710421167E+00 a      1861     0    85     1    13
 -1.4899373580431043E+00 a      1862     0    85     1    14
  1.2449713086002649E-01 a      1863     0    85     1    15
  1.2428130950736989E+00 a      1864     0    85     1    16
 -3.6124677050677456E-01 a      1865     0    85     1    17
  4.6363920807508568E-01 a      1866     0    85     1    18
 -1.1179448935424152E+00 a      1867     0    85     1    19
 -6.1256598182257382E-01 a      1868     0    85     1    20
  8.7820604795557045E-01 a      1869     0    85     1    21
  1.1210320739665609E+00 a      1870     0    85     1    22
 -1.0299776483450962E+00 a      1871     0    86     1     1
  1.2155931557244948E+00 a      1872     0    86     1     2
  3.4644493722298220E-01 a      1873     0    86     1     3
 -6.6562007697444903E-01 a      1874     0    86     1     4
  6.3978787549023974E-01 a      1875     0    86     1     5
 -5.4261663358540191E-01 a      1876     0    86     1     6
  4.8541847046459036E-01 a      1877     0    86     1     7
 -1.4758299501049590E+00 a      1878     0    86     1     8
  2.0713889571396166E-01 a      1879     0    86     1     9
 -6.5780828738895025E-01 a      1880     0    86     1    10
  1.4825136095620035E+00 a      1881     0    86     1    11
 -3.5136807087915500E-01 a      1882     0    86     1    12
  9.1022713450802262E-01 a      1883     0    86     1    13
  5.3277809161587053E-01 a      1884     0    86     1    14
 -2.1525201232789035E-01 a      1885     0    86     1    15
  5.4708031894115583E-01 a      1886     0    86     1    16
  2.5728224944801581E-01 a      1887     0    86     1    17
  9.2497748999189733E-01 a      1888     0    86     1    18
 -1.0629024047200504E+00 a      1889     0    86     1    19
  5.8589977856453557E-01 a      1890     0    86     1    20
  1.0812798261700391E+00 a      1891     0    86     1    21
  2.4067760128870916E-01 a      1892     0    86     1    22
  1.0503175874189175E+00 a      1893     0    87     1     1
 -4.7492868308097086E-01 a      1894     0    87     1     2
  2.4164351508529189E+00 a      1895     0    87     1     3
  3.4840155066689460E-01 a      1896     0    87     1     4
  9.7411696294350025E-01 a      1897     0    87     1     5
  2.7465416136950309E+00 a      1898     0    87     1     6
 -8.9846188447518005E-01 a      1899     0    87     1     7
  1.2687870536944403E+00 a      1900     0    87     1     8
  7.5107609723562030E-01 a      1901     0    87     1     9
 -6.5334966865654982E+00 a      1902     0    87     1    10
 -3.5365832652228097E+00 a      1903     0    87     1    11
  8.6994163232816424E-01 a      1904     0    87     1    12
  6.2501608847295798E-01 a      1905     0    87     1    13
 -1.7916577801251102E-01 a      1906     0    87     1    14
  1.6747952715950214E+00 a      1907     0    87     1    15
  2.5626390309537737E+00 a      1908     0    87     1    16
  1.8240154923351886E+00 a      1909     0    87     1    17
  1.6160647957913510E-01 a      1910     0    87     1    18
 -7.8064524621452219E-02 a      1911     0    87     1    19
 -6.9910601358271351E-01 a      1912     0    87     1    20
  3.2993651856521394E-01 a      1913     0    87     1    21
 -2.3506935087264100E-01 a      1914     0    87     1    22
 -1.6839647972122540E-01 a      1915     0    88     1     1
 -2.8040593087767873E+00 a      1916     0    88     1     2
 -4.9676997969925092E-02 a      1917     0    88     1     3
  1.9699777969523359E-02 a      1918     0    88     1     4
 -4.6147875190880122E-01 a      1919     0    88     1     5
  1.0601659848564936E-01 a      1920     0    88     1     6
 -2.9687219700366418E-01 a      1921     0    88     1     7
  1.2096974359585368E+00 a      1922     0    88     1     8
  2.9730922483582134E-01 a      1923     0    88     1     9
  4.2162683435307473E+00 a      1924     0    88     1    10
  3.0642280566258080E+00 a      1925     0    88     1    11
 -5.4792202584971461E-01 a      1926     0    88     1    12
  1.0979457933895398E+00 a      1927     0    88     1    13
  2.2850832397239689E+00 a      1928     0    88     1    14
 -3.7057200184041864E-02 a      1929     0    88     1    15
  3.9787348226020319E-01 a      1930     0    88     1    16
 -4.7855228152657627E+00 a      1931     0    88     1    17
 -1.7964048811916518E+00 a      1932     0    88     1    18
 -4.4668126421084781E-01 a      1933     0    88     1    19
  2.7671512626446630E+00 a      1934     0    88     1    20
  2.0382298492024575E+00 a      1935     0    88     1    21
 -8.3563511916656241E-01 a      1936     0    88     1    22
 -1.2254200194686260E+00 a      1937     0    89     1     1
  8.3966370239931076E-01 a      1938     0    89     1     2
  3.0993086884759352E-01 a      1939     0    89     1     3
 -3.2172038078132945E+00 a      1940     0    89     1     4
  5.1274364070790557E-01 a      1941     0    89     1     5
 -1.6300633747421502E+00 a      1942     0    89     1     6
  9.3750196367109309E-02 a      1943     0    89     1     7
 -5.0261663190399097E-01 a      1944     0    89     1     8
 -6.8179379414587737E-01 a      1945     0    89     1     9
 -4.7349609675852529E+00 a      1946     0    89     1    10
  9.9514572607760743E-01 a      1947     0    89     1    11
 -1.9212849698660621E+00 a      1948     0    89     1    12
  4.1050338029341582E-01 a      1949     0    89     1    13
 -1.3187354016048125E+00 a      1950     0    89     1    14
  1.8306859791444002E-01 a      1951     0    89     1    15
  1.3636285008358335E+00 a      1952     0    89     1    16
  1.4286274417558393E+00 a      1953     0    89     1    17
  9.5216468664191589E-01 a      1954     0    89     1    18
 -8.9829395081183122E-02 a      1955     0    89     1    19
 -1.2164936881188766E+00 a      1956     0    89     1    20
 -4.2342176869596887E-01 a      1957     0    89     1    21
 -5.3941858033410139E-01 a      1958     0    89     1    22
 -5.9606363634309412E-01 a      1959     0    90     1     1
 -1.0510703932311911E+00 a      1960     0    90     1     2
 -1.2649946671177608E+00 a      1961     0    90     1     3
 -7.0431262974354469E-01 a      1962     0    90     1     4
  1.9070743997123432E+00 a      1963     0    90     1     5
  1.1559957744138454E+00 a      1964     0    90     1     6
 -2.1441039469395631E-01 a      1965     0    90     1     7
 -3.4478060231776295E+00 a      1966     0    90     1     8
  1.7521048865694894E-01 a      1967     0    90     1     9
 -2.3082440064268619E+00 a      1968     0    90     1    10
  8.3813596118601630E-01 a      1969     0    90     1    11
  5.4845382179987545E-01 a      1970     0    90     1    12
 -1.6755642081144068E-01 a      1971     0    90     1    13
 -7.0481965788771916E-01 a      1972     0    90     1    14
  1.5272251344295771E+00 a      1973     0    90     1    15
 -7.6836230591077348E-01 a      1974     0    90     1    16
 -5.9203226843269152E-01 a      1975     0    90     1    17
 -1.1696931280655937E-01 a      1976     0    90     1    18
  2.1374475738155579E-02 a      1977     0    90     1    19
 -8.4340364654353495E-01 a      1978     0    90     1    20
  6.0326973749357582E-01 a      1979     0    90     1    21
  1.7471060268167804E+00 a      1980     0    90     1    22
 -1.8671086246512005E+00 a      1981     0    91     1     1
  8.8386653857109232E-01 a      1982     0    91     1     2
  1.7602841363539150E+00 a      1983     0    91     1     3
 -5.7605397063058811E-02 a      1984     0    91     1     4
  1.3968597417679484E-02 a      1985     0    91     1     5
 -1.4635025547939434E-01 a      1986     0    91     1     6
  2.8752285259205312E-02 a      1987     0    91     1     7
 -6.3917088348765416E-01 a      1988     0    91     1     8
  1.8213080635124448E+00 a      1989     0    91     1     9
  4.7581514013780979E-01 a      1990     0    91     1    10
  6.7657049354644627E-01 a      1991     0    91     1    11
  1.7335177726475676E-01 a      1992     0    91     1    12
 -1.0281933794975402E+00 a      1993     0    91     1    13
  2.6528496008292224E-03 a      1994     0    91     1    14
 -6.1735054582721112E-02 a      1995     0    91     1    15
 -1.9938141014899566E+00 a      1996     0    91     1    16
  1.5760212874468360E+00 a      1997     0    91     1    17
 -6.6655803105404687E-01 a      1998     0    91     1    18
 -1.2927361046784511E-01 a      1999     0    91     1    19
 -6.3974602723801610E-01 a      2000     0    91     1    20
  8.0660033723703650E-01 a      2001     0    91     1    21
  5.2251565272473099E-01 a      2002     0    91     1    22
  2.3918523129054621E+00 a      2003     0    92     1     1
 -3.5479206277341319E-01 a      2004     0    92     1     2
  1.5660709122419549E+00 a      2005     0    92     1     3
  1.4894006773282983E-01 a      2006     0    92     1     4
 -1.4376106446481309E+00 a      2007     0    92     1     5
  2.8008391089423568E+00 a      2008     0    92     1     6
  7.5249955632572241E-01 a      2009     0    92     1     7
  4.5631297164964152E-01 a      2010     0    92     1     8
 -4.3730779390491925E-01 a      2011     0    92     1     9
  2.7909054341558281E-01 a      2012     0    92     1    10
  5.0184773655614046E-01 a      2013     0    92     1    11
  8.1871752719031576E-01 a      2014     0    92     1    12
  1.7351812636763192E-01 a      2015     0    92     1    13
  5.4157850035485799E-01 a      2016     0    92     1    14
 -3.0193635014954839E-01 a      2017     0    92     1    15
 -1.0454721921558068E+00 a      2018     0    92     1    16
 -2.6103484559694667E+00 a      2019     0    92     1    17
  5.2209850421044379E-01 a      2020     0    92     1    18
  1.3524125001331319E-01 a      2021     0    92     1    19
 -1.1078217178911691E+00 a      2022     0    92     1    20
  1.5537601478476053E+00 a      2023     0    92     1    21
 -8.6302987257054875E-01 a      2024     0    92     1    22
 -7.6552474530105852E-01 a      2025     0    93     1     1
 -2.1095279079070592E+00 a      2026     0    93     1     2
 -1.1971278359169524E-02 a      2027     0    93     1     3
  2.1006702800783938E+00 a      2028     0    93     1     4
  2.5834831794632294E+00 a      2029     0    93     1     5
  6.5696725350096546E-02 a      2030     0    93     1     6
  4.8998964219873942E-01 a      2031     0    93     1     7
  7.9769298247180476E-01 a      2032     0    93     1     8
 -2.1943696921641753E+00 a      2033     0    93     1     9
 -1.1415325449106335E+00 a      2034     0    93     1    10
 -1.1704621250328369E+00 a      2035     0    93     1    11
 -2.0772691452383793E-01 a      2036     0    93     1    12
 -3.4799751710954818E-01 a      2037     0    93     1    13
  5.7820919051449104E-01 a      2038     0    93     1    14
  6.0729048572699862E-01 a      2039     0    93     1    15
 -1.0309454710520551E+00 a      2040     0    93     1    16
  1.2412799227327997E+00 a      2041     0    93     1    17
  1.7312357636585457E-01 a      2042     0    93     1    18
 -3.4166681533766552E-01 a      2043     0    93     1    19
 -6.5385040414826767E-01 a      2044     0    93     1    20
  3.1880975299579778E-01 a      2045     0    93     1    21
 -1.2671697681962026E+00 a      2046     0    93     1    22
  3.6594275157511452E-01 a      2047     0    94     1     1
  1.5419705273759303E+00 a      2048     0    94     1     2
  1.0892946557354839E+00 a      2049     0    94     1     3
  1.0666545082560164E+00 a      2050     0    94     1     4
 -2.9960623621974589E+00 a      2051     0    94     1     5
  1.6899952639406224E+00 a      2052     0    94     1     6
  1.3003425227510104E+00 a      2053     0    94     1     7
  2.2513104543721831E+00 a      2054     0    94     1     8
  4.0270438277776606E+00 a      2055     0    94     1     9
  3.7362539982312087E-01 a      2056     0    94     1    10
  1.9974619816037684E+00 a      2057     0    94     1    11
  1.5371323055096880E-01 a      2058     0    94     1    12
 -9.6603625445882835E-01 a      2059     0    94     1    13
  3.3283924858870811E-01 a      2060     0    94     1    14
 -5.0315061177497644E-01 a      2061     0    94     1    15
  5.7262688707946008E-01 a      2062     0    94     1    16
 -3.6516188103302427E-01 a      2063     0    94     1    17
  6.7372442640695296E-01 a      2064     0    94     1    18
  1.5674686704601017E+00 a      2065     0    94     1    19
  1.5682682298648925E-02 a      2066     0    94     1    20
 -2.1253663363813854E-01 a      2067     0    94     1    21
 -1.1367737980499004E+00 a      2068     0    94     1    22
  7.5743118268107534E-01 a      2069     0    95     1     1
 -1.3024650907669038E+00 a      2070     0    95     1     2
  3.7016797263091422E-01 a      2071     0    95     1     3
  4.6113799019320345E-01 a      2072     0    95     1     4
  4.4732063062839521E-02 a      2073     0    95     1     5
 -1.0998451544970533E-01 a      2074     0    95     1     6
 -7.8991299290681538E-01 a      2075     0    95     1     7
 -9.9767291294730873E-02 a      2076     0    95     1     8
  1.1789764038584072E+00 a      2077     0    95     1     9
  9.5991115333405463E-01 a      2078     0    95     1    10
  3.9309678676610244E-01 a      2079     0    95     1    11
  6.9188095769718916E-01 a      2080     0    95     1    12
 -5.0279333503639378E-01 a      2081     0    95     1    13
  2.2408648837776113E-01 a      2082     0    95     1    14
 -3.6892089546015289E-01 a      2083     0    95     1    15
 -1.4137153786674321E+00 a      2084     0    95     1    16
 -4.0354785778882096E-01 a      2085     0    95     1    17
  1.7377910809184963E-01 a      2086     0    95     1    18
 -4.0728526842319734E-01 a      2087     0    95     1    19
 -2.0540229744703054E-01 a      2088     0    95     1    20
 -5.3028949803129488E-01 a      2089     0    95     1    21
  8.0315267328321926E-01 a      2090     0    95     1    22
 -1.0350329132561427E+00 a      2091     0    96     1     1
  8.0355592248924190E-01 a      2092     0    96     1     2
  1.2521906530980604E+00 a      2093     0    96     1     3
 -1.8067562933595198E+00 a      2094     0    96     1     4
 -3.0051598899844917E-01 a      2095     0    96     1     5
 -1.0502489747896648E+00 a      2096     0    96     1     6
  7.5333539407463634E-01 a      2097     0    96     1     7
  5.7694175790908142E-01 a      2098     0    96     1     8
  5.3777004894385350E-01 a      2099     0    96     1     9
 -1.0439713663733214E+00 a      2100     0    96     1    10
 -2.7697016878809420E+00 a      2101     0    96     1    11
  1.6122312925989479E+00 a      2102     0    96     1    12
 -1.4130985734670183E+00 a      2103     0    96     1    13
 -2.3060115399962013E+00 a      2104     0    96     1    14
 -2.8951491025138076E-01 a      2105     0    96     1    15
 -1.8256287909425066E+00 a      2106     0    96     1    16
  8.0453385768454289E-01 a      2107     0    96     1    17
 -1.9021810809929309E+00 a      2108     0    96     1    18
 -1.2928900052061669E+00 a      2109     0    96     1    19
  3.1081082376347147E-01 a      2110     0    96     1    20
  1.4112542342804593E-01 a      2111     0    96     1    21
 -8.9627462037541872E-01 a      2112     0    96     1    22
  4.6793670037746404E-01 a      2113     0    97     1     1
 -1.3702786900610417E+00 a      2114     0    97     1     2
  2.1780563123109613E+00 a      2115     0    97     1     3
  2.2942475248194487E+00 a      2116     0    97     1     4
 -2.4120684121849272E+00 a      2117     0    97     1     5
  7.3551242080770107E-01 a      2118     0    97     1     6
 -2.8797815538164762E-01 a      2119     0    97     1     7
  4.4932778453301686E-01 a      2120     0    97     1     8
  3.5367257597489865E-01 a      2121     0    97     1     9
 -3.9483360165589287E+00 a      2122     0    97     1    10
 -2.5420391925538164E+00 a      2123     0    97     1    11
 -1.1403007616246637E-01 a      2124     0    97     1    12
 -7.8524742593748553E-01 a      2125     0    97     1    13
  3.3779241998284792E-01 a      2126     0    97     1    14
 -2.2711777669417170E-02 a      2127     0    97     1    15
 -1.1062120165449469E+00 a      2128     0    97     1    16
  9.1434805174773182E-01 a      2129     0    97     1    17
  5.5525058290706297E-01 a      2130     0    97     1    18
  1.0915731421109147E+00 a      2131     0    97     1    19
 -1.5082309777193156E-01 a      2132     0    97     1    20
  1.1584509808509680E+00 a      2133     0    97     1    21
 -1.7118516932485752E+00 a      2134     0    97     1    22
  3.8016077483369454E-01 a      2135     0    98     1     1
 -2.0273143975993269E+00 a      2136     0    98     1     2
  7.4834168458920791E-01 a      2137     0    98     1     3
 -8.8578402787432353E-01 a      2138     0    98     1     4
  1.1140386298270679E+00 a      2139     0    98     1     5
 -2.2780324069752594E-01 a      2140     0    98     1     6
  8.8032008023893782E-01 a      2141     0    98     1     7
 -3.4628836697373986E+00 a      2142     0    98     1     8
 -5.3275751542863581E-01 a      2143     0    98     1     9
 -2.8432473667822761E-01 a      2144     0    98     1    10
 -4.1930346113442407E-01 a      2145     0    98     1    11
 -2.4029690981993240E-01 a      2146     0    98     1    12
  2.8853427250638397E+00 a      2147     0    98     1    13
 -9.3166101470232865E-01 a      2148     0    98     1    14
  4.0516310310576137E-01 a      2149     0    98     1    15
  8.5296185887990850E-01 a      2150     0    98     1    16
  1.2282941676008718E+00 a      2151     0    98     1    17
  1.6942031557391461E+00 a      2152     0    98     1    18
  2.3297682757741442E-01 a      2153     0    98     1    19
 -9.0005955470253018E-01 a      2154     0    98     1    20
 -1.8513126998887128E+00 a      2155     0    98     1    21
 -1.4895136659401849E+00 a      2156     0    98     1    22
  1.7268135584837470E+00 a      2157     0    99     1     1
  2.4828825887877968E+00 a      2158     0    99     1     2
  1.1143727662299041E+00 a      2159     0    99     1     3
 -3.4082992806892931E-01 a      2160     0    99     1     4
  3.2668838495543745E-01 a      2161     0    99     1     5
 -6.9946670833132574E-01 a      2162     0    99     1     6
  1.1612987237672406E-02 a      2163     0    99     1     7
 -1.0216580135321971E+00 a      2164     0    99     1     8
 -6.4320290415926151E-01 a      2165     0    99     1     9
 -1.3407163499465491E+00 a      2166     0    99     1    10
 -1.6070782233723455E+00 a      2167     0    99     1    11
 -2.7575405851730789E-01 a      2168     0    99     1    12
  3.1947545218235263E-01 a      2169     0    99     1    13
 -3.9119152686701053E-01 a      2170     0    99     1    14
 -2.5774416939448558E-01 a      2171     0    99     1    15
 -6.9589354911015755E-01 a      2172     0    99     1    16
 -2.5248049436192910E-02 a      2173     0    99     1    17
  3.3207529415407039E-01 a      2174     0    99     1    18
  3.9083030146302361E-01 a      2175     0    99     1    19
 -6.6511751185000900E-01 a      2176     0    99     1    20
 -1.7633339973966144E-01 a      2177     0    99     1    21
  4.5086417848339688E-01 a      2178     0    99     1    22
 -1.3065457431064271E+00 a      2179     0   100     1     1
  8.0809448861234971E-03 a      2180     0   100     1     2
 -1.4452991541069800E+00 a      2181     0   100     1     3
 -1.1167545428492602E+00 a      2182     0   100     1     4
  1.9258820425409409E+00 a      2183     0   100     1     5
  6.6974001982382447E-01 a      2184     0   100     1     6
  5.2636546622425207E-01 a      2185     0   100     1     7
 -1.0246446826652693E+00 a      2186     0   100     1     8
 -4.0064042827867241E-01 a      2187     0   100     1     9
  2.3953523092029375E-01 a      2188     0   100     1    10
 -5.8521799448659184E-01 a      2189     0   100     1    11
 -5.8935821417356975E-02 a      2190     0   100     1    12
  1.5895669676921667E+00 a      2191     0   100     1    13
  9.5656944260823029E-01 a      2192     0   100     1    14
  2.0906105425438537E-01 a      2193     0   100     1    15
  2.2536390976405936E+00 a      2194     0   100     1    16
  6.0816270073478618E-01 a      2195     0   100     1    17
 -5.5874964456250154E-01 a      2196     0   100     1    18
  1.0685782222645120E-01 a      2197     0   100     1    19
 -1.5417358850819390E-02 a      2198     0   100     1    20
 -2.4557790632991766E-01 a      2199     0   100     1    21
 -9.6780814346798649E-01 a      2200     0   100     1    22
 -1.0922598774612489E+00 a      2201     0   101     1     1
 -2.9343330072530232E+00 a      2202     0   101     1     2
  1.6186436396320993E+00 a      2203     0   101     1     3
  1.6232357650152349E+00 a      2204     0   101     1     4
 -8.3682219539797972E-02 a      2205     0   101     1     5
  3.9363668131425095E-01 a      2206     0   101     1     6
  1.0858995857774283E+00 a      2207     0   101     1     7
 -5.2995047282342000E-01 a      2208     0   101     1     8
  1.9951563133827537E+00 a      2209     0   101     1     9
 -1.8636773614622093E-01 a      2210     0   101     1    10
 -1.0738460820700042E+00 a      2211     0   101     1    11
  8.3329401212860832E-01 a      2212     0   101     1    12
 -1.5059828785692925E-01 a      2213     0   101     1    13
  7.5790923105597363E-01 a      2214     0   101     1    14
 -5.9842186089840221E-01 a      2215     0   101     1    15
 -6.1639518091798384E-01 a      2216     0   101     1    16
  1.8352313590284386E+00 a      2217     0   101     1    17
  1.4804637629192310E+00 a      2218     0   101     1    18
  4.4975210158712126E-01 a      2219     0   101     1    19
 -3.9826812870323780E-01 a      2220     0   101     1    20
 -5.0806916323598594E-01 a      2221     0   101     1    21
  1.1103854672435158E-01 a      2222     0   101     1    22
  2.5286338150272542E-01 a      2223     0   102     1     1
  4.5742221606647648E-01 a      2224     0   102     1     2
  1.1445078999017118E+00 a      2225     0   102     1     3
 -8.3038254742744932E-01 a      2226     0   102     1     4
 -1.1143224603344166E+00 a      2227     0   102     1     5
 -6.9904736573323190E-01 a      2228     0   102     1     6
  9.6086948236872555E-02 a      2229     0   102     1     7
 -8.1856990123249651E-01 a      2230     0   102     1     8
 -2.6466609760050808E-01 a      2231     0   102     1     9
  3.7654172008367409E-01 a      2232     0   102     1    10
 -1.7778608403624041E+00 a      2233     0   102     1    11
 -4.7787873216019305E-01 a      2234     0   102     1    12
 -2.4357425461333584E+00 a      2235     0   102     1    13
  1.9298057722239020E-01 a      2236     0   102     1    14
  6.8931453304927726E-01 a      2237     0   102     1    15
 -7.2672903612492312E-01 a      2238     0   102     1    16
 -5.2854656625341434E-01 a      2239     0   102     1    17
  4.6135919614438287E-01 a      2240     0   102     1    18
  1.2273356173195173E-01 a      2241     0   102     1    19
  2.2291903760103421E-01 a      2242     0   102     1    20
  1.0398791225042954E+00 a      2243     0   102     1    21
 -8.3030534744243711E-02 a      2244     0   102     1    22
