################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  9.1143560052058714E-01 a       200     0    10     1     2
 -6.0447434762097474E-01 a       201     0    10     1     3
 -1.2885517915520290E+00 a       202     0    10     1     4
  1.1995479211713054E+00 a       203     0    10     1     5
  1.2167692908337435E-01 a       204     0    10     1     6
 -3.0724138213209568E-01 a       205     0    10     1     7
 -6.8256416523433436E-02 a       206     0    10     1     8
 -9.3465794081764597E-01 a       207     0    10     1     9
  2.2639501291052777E-01 a       208     0    10     1    10
 -3.4958356106097314E-02 a       209     0    10     1    11
 -7.0640134331054172E-01 a       210     0    10     1    12
 -1.5237539376392073E+00 a       211     0    10     1    13
  3.1839842053631184E-01 a       212     0    10     1    14
 -1.0896603331788370E+00 a       213     0    10     1    15
 -1.3751134669373186E+00 a       214     0    10     1    16
 -1.1928618734776514E-01 a       215     0    10     1    17
 -2.5314998703117891E-01 a       216     0    10     1    18
 -8.1285925868462283E-01 a       217     0    10     1    19
 -1.0574614582271924E+00 a       218     0    10     1    20
 -9.3681266385758744E-01 a       219     0    10     1    21
  1.8989909114749412E-01 a       220     0    10     1    22
 -3.3968690267251922E-01 a       221     0    11     1     1
 -7.8055933517589715E-01 a       222     0    11     1     2
  6.7932519238884526E-01 a       223     0    11     1     3
 -5.9826587370207063E-01 a       224     0    11     1     4
  2.1295369259729219E-01 a       225     0    11     1     5
 -1.3668740837633733E-01 a       226     0    11     1     6
  5.6739586465148728E-01 a       227     0    11     1     7
  4.5323180828750875E-01 a       228     0    11     1     8
 -1.1770476863874504E+00 a       229     0    11     1     9
 -8.6079458284324561E-01 a       230     0    11     1    10
 -8.3044633712665339E-01 a       231     0    11     1    11
 -6.1795539527146126E-01 a       232     0    11     1    12
  2.2630250059203949E-01 a       233     0    11     1    13
  1.0588201645050439E-01 a       234     0    11     1    14
 -4.2128270308440352E-01 a       235     0    11     1    15
  2.6060339900911333E-01 a       236     0    11     1    16
 -9.6835818220839698E-01 a       237     0    11     1    17
  2.6035211632654254E-01 a       238     0    11     1    18
  5.7633561668445443E-01 a       239     0    11     1    19
  9.6651629450769072E-01 a       240     0    11     1    20
  3.7734284739170687E-01 a       241     0    11     1    21
  8.9668457853241212E-01 a       242     0    11     1    22
  4.7144145835725310E-01 a       243     0    12     1     1
 -7.1403792004456457E-01 a       244     0    12     1     2
  1.1116956983612085E+00 a       245     0    12     1     3
 -7.9540776402348334E-01 a       246     0    12     1     4
 -4.8912817615168039E-02 a       247     0    12     1     5
 -8.3381210890964425E-02 a       248     0    12     1     6
  5.8290000390498631E-01 a       249     0    12     1     7
 -5.0092279517957672E-01 a       250     0    12     1     8
  2.1346887832085931E-01 a       251     0    12     1     9
  8.6886778590286495E-01 a       252     0    12     1    10
  1.5730438339264123E+00 a       253     0    12     1    11
 -3.0108548621328457E-01 a       254     0    12     1    12
 -8.8494447544532706E-01 a       255     0    12     1    13
  5.8315726753210684E-01 a       256     0    12     1    14
 -1.8686602031412898E+00 a       257     0    12     1    15
  7.0265534819282427E-01 a       258     0    12     1    16
 -8.6344031014461808E-01 a       259     0    12     1    17
 -1.3091139344049407E-01 a       260     0    12     1    18
  1.5236361425364633E-01 a       261     0    12     1    19
  4.4234310525520731E-01 a       262     0    12     1    20
 -9.4223502315632945E-01 a       263     0    12     1    21
  3.4445531757907814E-02 a       264     0    12     1    22
 -8.9437603375641661E-02 a       265     0    13     1     1
  6.1608927867247898E-01 a       266     0    13     1     2
  1.0179783898239307E+00 a       267     0    13     1     3
 -4.0954675589030343E-01 a       268     0    13     1     4
 -3.8555622443062260E-01 a       269     0    13     1     5
  7.6293672694524550E-01 a       270     0    13     1     6
  2.0374220056979955E-01 a       271     0    13     1     7
 -5.4604354282109517E-02 a       272     0    13     1     8
  4.3632209638266428E-01 a       273     0    13     1     9
 -1.0911251339129178E+00 a       274     0    13     1    10
 -2.7860455576701626E-01 a       275     0    13     1    11
  1.2983459950981104E+00 a       276     0    13     1    12
 -3.8310214742525349E-02 a       277     0    13     1    13
  2.4440023124794388E-01 a       278     0    13     1    14
 -2.7789555390744758E-01 a       279     0    13     1    15
  1.5603107483839744E+00 a       280     0    13     1    16
 -6.1095642357427715E-01 a       281     0    13     1    17
 -1.1786347810827167E+00 a       282     0    13     1    18
 -9.3012636410357852E-01 a       283     0    13     1    19
 -6.3606256733541833E-01 a       284     0    13     1    20
 -8.3310656501736446E-01 a       285     0    13     1    21
 -1.6518368811956825E+00 a       286     0    13     1    22
  1.2274768499802577E+00 a       287     0    14     1     1
 -5.2429652851873898E-01 a       288     0    14     1     2
 -8.7840895249824058E-01 a       289     0    14     1     3
  4.6220694464269502E-01 a       290     0    14     1     4
  9.2417393559468752E-01 a       291     0    14     1     5
  4.8644465352148175E-01 a       292     0    14     1     6
  4.7666356795502296E-01 a       293     0    14     1     7
  9.4623080877068444E-01 a       294     0    14     1     8
 -8.5494222966077220E-03 a       295     0    14     1     9
  6.5833872624705428E-02 a       296     0    14     1    10
 -6.6220906298008264E-01 a       297     0    14     1    11
 -9.3072814667529391E-01 a       298     0    14     1    12
 -6.5828003763257148E-01 a       299     0    14     1    13
 -3.9719455914664227E-02 a       300     0    14     1    14
 -9.9035214675545780E-01 a       301     0    14     1    15
  1.3252436989188998E+00 a       302     0    14     1    16
  1.8303458033606185E-02 a       303     0    14     1    17
 -2.8447096415485412E-01 a       304     0    14     1    18
 -9.8958196169879442E-01 a       305     0    14     1    19
  8.3218518455892909E-01 a       306     0    14     1    20
 -2.6429914849221570E-01 a       307     0    14     1    21
 -4.6249581475052209E-01 a       308     0    14     1    22
  3.5914189139024444E-01 a       309     0    15     1     1
  5.9851501418474529E-01 a       310     0    15     1     2
 -1.0859604422707512E+00 a       311     0    15     1     3
 -1.0407809509203489E+00 a       312     0    15     1     4
  2.2360435957237410E-01 a       313     0    15     1     5
 -1.1454346264237052E+00 a       314     0    15     1     6
 -6.2593929798264414E-01 a       315     0    15     1     7
 -2.4144024130094524E-01 a       316     0    15     1     8
 -3.5094780677775678E-01 a       317     0    15     1     9
  9.6904960065752044E-01 a       318     0    15     1    10
 -4.2381644864911283E-01 a       319     0    15     1    11
 -1.9394683791575459E-01 a       320     0    15     1    12
  5.8298444230706549E-02 a       321     0    15     1    13
  2.1103051326988689E-01 a       322     0    15     1    14
 -1.1674854496857208E-01 a       323     0    15     1    15
  6.9149934452275208E-01 a       324     0    15     1    16
 -6.0008806171585094E-01 a       325     0    15     1    17
 -2.8065955103098884E-02 a       326     0    15     1    18
  1.2468634439928050E-01 a       327     0    15     1    19
 -5.2606151590112360E-01 a       328     0    15     1    20
 -2.6236645334806513E-01 a       329     0    15     1    21
 -4.3682783988566043E-01 a       330     0    15     1    22
 -3.9051822318314144E-01 a       331     0    16     1     1
  6.1470846423530556E-01 a       332     0    16     1     2
 -7.2784322490839748E-01 a       333     0    16     1     3
 -7.5280808000290333E-01 a       334     0    16     1     4
 -3.7679641403936809E-01 a       335     0    16     1     5
  1.1546795445929035E+00 a       336     0    16     1     6
  6.7862903751524206E-01 a       337     0    16     1     7
 -1.9038241832995129E-01 a       338     0    16     1     8
  3.0481905954877953E-01 a       339     0    16     1     9
 -1.0543681248245620E+00 a       340     0    16     1    10
  8.6943870690161562E-01 a       341     0    16     1    11
  5.2391470516358662E-01 a       342     0    16     1    12
  2.4666645761063197E-01 a       343     0    16     1    13
  8.8008989901622403E-01 a       344     0    16     1    14
  5.4319521988884643E-02 a       345     0    16     1    15
  2.6088158663372916E+00 a       346     0    16     1    16
 -1.0046216420677614E+00 a       347     0    16     1    17
 -1.2529580600975294E+00 a       348     0    16     1    18
 -8.6409652597593878E-01 a       349     0    16     1    19
 -8.5135924400311425E-01 a       350     0    16     1    20
 -4.4721221959616109E-01 a       351     0    16     1    21
 -4.9638091420230313E-01 a       352     0    16     1    22
  4.2625531705078115E-02 a       353     0    17     1     1
  4.8651532629787705E-02 a       354     0    17     1     2
 -1.0082209564853566E+00 a       355     0    17     1     3
 -8.9259953499845546E-01 a       356     0    17     1     4
 -1.5978770977607171E+00 a       357     0    17     1     5
  5.0072903317066408E-01 a       358     0    17     1     6
  3.4547067594094744E-01 a       359     0    17     1     7
 -4.8092934348352140E-01 a       360     0    17     1     8
  4.1792217068328802E-01 a       361     0    17     1     9
  4.8793991397795855E-01 a       362     0    17     1    10
 -5.2441201870455097E-02 a       363     0    17     1    11
  5.5426135435450052E-01 a       364     0    17     1    12
 -2.5439342410245691E-01 a       365     0    17     1    13
  9.5474955294938893E-02 a       366     0    17     1    14
 -5.4119498282875089E-01 a       367     0    17     1    15
 -1.2708641849146887E-01 a       368     0    17     1    16
 -7.4060690559942954E-01 a       369     0    17     1    17
  2.1581284364788403E-01 a       370     0    17     1    18
 -9.6425519094457790E-01 a       371     0    17     1    19
 -2.3890404221464751E-01 a       372     0    17     1    20
  9.0806457911159599E-02 a       373     0    17     1    21
 -1.2666336402164529E+00 a       374     0    17     1    22
  1.3554048126441121E+00 a       375     0    18     1     1
  1.2041971826937938E+00 a       376     0    18     1     2
 -9.5301710078075208E-01 a       377     0    18     1     3
 -7.0289883191413258E-02 a       378     0    18     1     4
 -2.6111036884341571E-01 a       379     0    18     1     5
  6.4997916380892728E-01 a       380     0    18     1     6
 -1.1511008530988929E+00 a       381     0    18     1     7
  1.0390531558032491E-01 a       382     0    18     1     8
 -1.1843593875701426E+00 a       383     0    18     1     9
 -1.2920987292368600E+00 a       384     0    18     1    10
  8.4627095068955038E-01 a       385     0    18     1    11
  7.8026155118609575E-01 a       386     0    18     1    12
 -5.9912706753086853E-01 a       387     0    18     1    13
 -8.1802394174305704E-01 a       388     0    18     1    14
  3.9094404108618239E-02 a       389     0    18     1    15
  2.4952081436481524E+00 a       390     0    18     1    16
  8.8800211044954680E-01 a       391     0    18     1    17
 -1.5566722340577151E-02 a       392     0    18     1    18
  1.0804484386970954E+00 a       393     0    18     1    19
 -2.8920055608134715E-01 a       394     0    18     1    20
 -2.4987566914560905E-01 a       395     0    18     1    21
  1.4493237529310530E-02 a       396     0    18     1    22
  9.6815001913967325E-01 a       397     0    19     1     1
  3.7631040405467620E-01 a       398     0    19     1     2
  5.0604804732121800E-01 a       399     0    19     1     3
  4.4510523185789180E-01 a       400     0    19     1     4
 -6.1885623731164230E-01 a       401     0    19     1     5
  2.7684662292575135E-01 a       402     0    19     1     6
 -5.8416894396034447E-01 a       403     0    19     1     7
 -2.7812090241788708E-02 a       404     0    19     1     8
 -2.9507355489300224E-01 a       405     0    19     1     9
  5.0997148507458867E-01 a       406     0    19     1    10
  1.5087274283729099E-01 a       407     0    19     1    11
  1.0142528244073592E+00 a       408     0    19     1    12
 -2.4695861648020009E-01 a       409     0    19     1    13
 -4.7709956654576802E-01 a       410     0    19     1    14
 -7.4478816141626891E-01 a       411     0    19     1    15
 -1.0860323127331228E+00 a       412     0    19     1    16
 -6.2653813852130938E-02 a       413     0    19     1    17
 -8.0497402293788456E-01 a       414     0    19     1    18
  4.8146971428745489E-01 a       415     0    19     1    19
 -3.0023414981404933E-01 a       416     0    19     1    20
  8.1682059988874245E-01 a       417     0    19     1    21
 -8.3777334278152360E-01 a       418     0    19     1    22
 -4.4511691564667821E-01 a       419     0    20     1     1
  1.2368485175988153E+00 a       420     0    20     1     2
 -4.4988953774519114E-02 a       421     0    20     1     3
  5.3220671200211803E-02 a       422     0    20     1     4
 -1.0670180794515356E+00 a       423     0    20     1     5
 -1.9161458278617410E-01 a       424     0    20     1     6
 -2.2420640760512953E-01 a       425     0    20     1     7
  7.3416717085083261E-01 a       426     0    20     1     8
 -9.7825368679880120E-01 a       427     0    20     1     9
 -1.2435562437478940E+00 a       428     0    20     1    10
  1.2608553992946470E+00 a       429     0    20     1    11
  1.0770965970623907E+00 a       430     0    20     1    12
 -1.0564747287804221E+00 a       431     0    20     1    13
  6.8823526677616675E-01 a       432     0    20     1    14
 -1.4703146468901980E+00 a       433     0    20     1    15
  2.0174853758639335E+00 a       434     0    20     1    16
  4.2034127579403796E-01 a       435     0    20     1    17
  6.3885878577361199E-01 a       436     0    20     1    18
  7.9992667397601080E-01 a       437     0    20     1    19
 -1.0171293233608603E-01 a       438     0    20     1    20
  7.6016323648524076E-01 a       439     0    20     1    21
  6.6935105320969224E-01 a       440     0    20     1    22
 -1.2870724927358850E+00 a       441     0    21     1     1
 -1.4251841092756892E-01 a       442     0    21     1     2
  7.8232778804688907E-01 a       443     0    21     1     3
 -1.4455376804646645E-02 a       444     0    21     1     4
 -6.4307256388906131E-01 a       445     0    21     1     5
 -1.8108962385938749E-02 a       446     0    21     1     6
  4.5675044991079966E-01 a       447     0    21     1     7
 -2.9934254300260466E-01 a       448     0    21     1     8
  3.3127060472931874E-01 a       449     0    21     1     9
 -1.0614340498744788E+00 a       450     0    21     1    10
  8.8518374031495720E-02 a       451     0    21     1    11
  4.9624162233722224E-01 a       452     0    21     1    12
 -1.4431315865550232E+00 a       453     0    21     1    13
  5.3562114364743903E-02 a       454     0    21     1    14
  1.3461041375360433E-01 a       455     0    21     1    15
 -1.1802142928867232E+00 a       456     0    21     1    16
 -3.4150798706884894E-01 a       457     0    21     1    17
 -1.5639629801481583E+00 a       458     0    21     1    18
 -1.3781815867386035E-01 a       459     0    21     1    19
 -2.0786304429381941E-01 a       460     0    21     1    20
 -7.1309353806901166E-01 a       461     0    21     1    21
 -2.3965539436517416E-01 a       462     0    21     1    22
 -9.0387178367184173E-01 a       463     0    22     1     1
 -5.2815780319555561E-01 a       464     0    22     1     2
 -3.3165766860068294E-03 a       465     0    22     1     3
  7.8140814486808818E-01 a       466     0    22     1     4
  2.0757748144707713E+00 a       467     0    22     1     5
 -1.7615330049188418E+00 a       468     0    22     1     6
  8.7999922282758269E-01 a       469     0    22     1     7
 -5.6178554147619209E-01 a       470     0    22     1     8
 -1.0833216355742130E+00 a       471     0    22     1     9
  3.7050750231356844E-02 a       472     0    22     1    10
 -6.3428148042627497E-01 a       473     0    22     1    11
  1.7211160555786742E+00 a       474     0    22     1    12
 -5.6617919891930979E-01 a       475     0    22     1    13
 -7.4367773553185590E-01 a       476     0    22     1    14
 -8.5996499600802034E-01 a       477     0    22     1    15
 -1.7057740372631616E+00 a       478     0    22     1    16
  7.8236185665399405E-01 a       479     0    22     1    17
  1.3936377342796877E+00 a       480     0    22     1    18
 -1.1191397896003090E+00 a       481     0    22     1    19
 -3.8264853408811655E-01 a       482     0    22     1    20
 -7.7241098257974317E-01 a       483     0    22     1    21
  6.6723402207673244E-01 a       484     0    22     1    22
  3.1474447134264416E-01 a       485     0    23     1     1
 -7.0736000048219871E-01 a       486     0    23     1     2
  3.6117914694990044E-01 a       487     0    23     1     3
  9.3406801383421023E-01 a       488     0    23     1     4
  1.0762461424795957E+00 a       489     0    23     1     5
 -2.0994274390252532E-01 a       490     0    23     1     6
 -1.6889467867402172E-01 a       491     0    23     1     7
  6.6416748247597013E-01 a       492     0    23     1     8
 -3.2798989726368633E-01 a       493     0    23     1     9
  3.5006541301897848E-01 a       494     0    23     1    10
  4.0768201343646060E-01 a       495     0    23     1    11
  2.9862590530784511E-01 a       496     0    23     1    12
 -2.2717805600590486E+00 a       497     0    23     1    13
  7.1879168463795040E-01 a       498     0    23     1    14
  9.2961693136891654E-01 a       499     0    23     1    15
 -2.5998086470472165E-01 a       500     0    23     1    16
 -7.5539096190734055E-03 a       501     0    23     1    17
 -1.0832028352098881E+00 a       502     0    23     1    18
 -5.3495392964209222E-02 a       503     0    23     1    19
  4.2546203526725906E-01 a       504     0    23     1    20
  1.4579985980987020E-01 a       505     0    23     1    21
  1.6841679225214815E-01 a       506     0    23     1    22
  9.7487801482316860E-01 a       507     0    24     1     1
  4.8934882186155448E-01 a       508     0    24     1     2
  2.2616047954805227E-01 a       509     0    24     1     3
  1.2430611406623810E+00 a       510     0    24     1     4
  1.0268541388361467E+00 a       511     0    24     1     5
 -5.5412005321109825E-01 a       512     0    24     1     6
  1.8028940893434917E+00 a       513     0    24     1     7
 -7.0264025392918705E-01 a       514     0    24     1     8
 -3.5711539204204965E+00 a       515     0    24     1     9
  8.9444287940946698E-01 a       516     0    24     1    10
 -1.8686215027742947E+00 a       517     0    24     1    11
  2.8371573245598131E-01 a       518     0    24     1    12
 -1.1508997646974020E+00 a       519     0    24     1    13
  3.3868653852717484E-01 a       520     0    24     1    14
 -1.2604164154492583E+00 a       521     0    24     1    15
 -3.0594866372176637E+00 a       522     0    24     1    16
  1.2298913553951216E+00 a       523     0    24     1    17
  3.2116425024896276E+00 a       524     0    24     1    18
  3.4420837237672836E-01 a       525     0    24     1    19
 -4.6847487377774544E-01 a       526     0    24     1    20
  1.2223244162679878E+00 a       527     0    24     1    21
 -5.9687847125934546E-01 a       528     0    24     1    22
 -4.9204717589240871E-01 a       529     0    25     1     1
