################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -4.3378273514411059E-01 a       748     0    34     1    22
 -8.2552482314277753E-01 a       749     0    35     1     1
 -1.6733035189172457E-01 a       750     0    35     1     2
  9.5401231886724003E-01 a       751     0    35     1     3
  1.2679449707686088E+00 a       752     0    35     1     4
  2.1116372650627699E+00 a       753     0    35     1     5
  1.8384318664510353E+00 a       754     0    35     1     6
 -1.0827531222157039E-02 a       755     0    35     1     7
  6.1076090478472933E-01 a       756     0    35     1     8
 -1.5136979763146219E-01 a       757     0    35     1     9
 -8.4606823617867799E-01 a       758     0    35     1    10
 -5.3111139362524895E-01 a       759     0    35     1    11
  1.0979236227011659E+00 a       760     0    35     1    12
 -5.6986657375712424E-01 a       761     0    35     1    13
  5.4227936638437213E-01 a       762     0    35     1    14
  5.0749801962271901E-01 a       763     0    35     1    15
 -9.9231149622949322E-01 a       764     0    35     1    16
 -1.2670074875712964E+00 a       765     0    35     1    17
  9.0519427987800716E-01 a       766     0    35     1    18
  2.4396770594715175E-01 a       767     0    35     1    19
 -2.6726267953575533E-01 a       768     0    35     1    20
  3.4864402911342762E-01 a       769     0    35     1    21
  2.7802036062478874E-01 a       770     0    35     1    22
 -6.2847785620856078E-01 a       771     0    36     1     1
  7.3623761181765679E-01 a       772     0    36     1     2
  9.5201586311402375E-01 a       773     0    36     1     3
  6.7759620158761358E-01 a       774     0    36     1     4
  1.0122581300716500E-01 a       775     0    36     1     5
 -3.7393318933036745E-01 a       776     0    36     1     6
  4.5905497893441927E-01 a       777     0    36     1     7
 -6.5664396393995639E-01 a       778     0    36     1     8
 -5.5549921068265100E-04 a       779     0    36     1     9
 -1.8076958548702096E-01 a       780     0    36     1    10
  1.0032816613215356E+00 a       781     0    36     1    11
  1.8998701973311333E-01 a       782     0    36     1    12
 -4.7840321878524733E-01 a       783     0    36     1    13
 -4.7853489457799014E-01 a       784     0    36     1    14
 -2.1929326822505590E+00 a       785     0    36     1    15
  4.6165237437875306E-01 a       786     0    36     1    16
  2.9626808154525269E-01 a       787     0    36     1    17
  2.3014275866405265E-01 a       788     0    36     1    18
 -8.9567628434464119E-01 a       789     0    36     1    19
  5.4841971946780188E-01 a       790     0    36     1    20
 -6.4935914691780439E-01 a       791     0    36     1    21
 -1.7340591575881406E-01 a       792     0    36     1    22
 -3.6849957510150017E-01 a       793     0    37     1     1
 -5.6548284411377447E-01 a       794     0    37     1     2
  4.5161425407961964E-01 a       795     0    37     1     3
  1.8650911087368274E-01 a       796     0    37     1     4
 -9.5000732327957152E-02 a       797     0    37     1     5
 -9.9446846716126958E-01 a       798     0    37     1     6
  5.4639169576784684E-02 a       799     0    37     1     7
  8.5349754104518216E-01 a       800     0    37     1     8
  9.5540466707395111E-01 a       801     0    37     1     9
  8.5046338298867863E-01 a       802     0    37     1    10
  4.5883015607566868E-01 a       803     0    37     1    11
  8.6156640029339870E-01 a       804     0    37     1    12
  1.1707015044313041E+00 a       805     0    37     1    13
 -6.7501414854562547E-01 a       806     0    37     1    14
  5.8794830016161215E-01 a       807     0    37     1    15
 -7.9106333608337742E-01 a       808     0    37     1    16
  8.3838042475543684E-01 a       809     0    37     1    17
  3.2938004230182516E-01 a       810     0    37     1    18
 -4.0835621014909423E-01 a       811     0    37     1    19
  1.1391994196759491E-02 a       812     0    37     1    20
  3.5969717919746202E-01 a       813     0    37     1    21
 -1.5482309894845900E-01 a       814     0    37     1    22
 -4.2459027646784542E-01 a       815     0    38     1     1
 -5.2460648261446141E-01 a       816     0    38     1     2
  9.1103820489394216E-01 a       817     0    38     1     3
 -6.8423178958844075E-02 a       818     0    38     1     4
 -1.0919962696867802E-01 a       819     0    38     1     5
  9.9351127678135720E-01 a       820     0    38     1     6
  1.0372613942275136E-01 a       821     0    38     1     7
 -6.1801929700974279E-01 a       822     0    38     1     8
 -1.0400482758128291E+00 a       823     0    38     1     9
 -7.3871592473952274E-01 a       824     0    38     1    10
  7.4890259534508219E-01 a       825     0    38     1    11
 -7.2545453374660362E-01 a       826     0    38     1    12
 -1.2769088174150336E+00 a       827     0    38     1    13
 -4.0449897903652215E-01 a       828     0    38     1    14
  4.4604244454536163E-01 a       829     0    38     1    15
  2.5977786781424506E-01 a       830     0    38     1    16
  4.7027592803328616E-01 a       831     0    38     1    17
  1.6673887319023070E-01 a       832     0    38     1    18
  8.8706946249763630E-01 a       833     0    38     1    19
 -6.2106236965449535E-02 a       834     0    38     1    20
 -4.3712628418012760E-02 a       835     0    38     1    21
 -1.4267966989683687E-02 a       836     0    38     1    22
  7.3419472768902561E-01 a       837     0    39     1     1
  2.3631118068598586E-01 a       838     0    39     1     2
 -1.2380710095777292E-01 a       839     0    39     1     3
 -6.0218495777848635E-01 a       840     0    39     1     4
 -2.2229342656967224E-01 a       841     0    39     1     5
 -3.2421940979642677E-01 a       842     0    39     1     6
  2.7618761089286292E-01 a       843     0    39     1     7
 -2.0910025590577602E-01 a       844     0    39     1     8
 -5.4612515413313474E-02 a       845     0    39     1     9
 -4.4278131417549077E-01 a       846     0    39     1    10
 -4.6471082889966164E-01 a       847     0    39     1    11
 -1.2123526524483219E+00 a       848     0    39     1    12
 -6.2291441577569129E-01 a       849     0    39     1    13
 -6.4088554901820069E-02 a       850     0    39     1    14
 -5.4246099687652372E-01 a       851     0    39     1    15
  1.5101022942613687E+00 a       852     0    39     1    16
 -3.0141340910151687E-01 a       853     0    39     1    17
  3.6980097935025513E-01 a       854     0    39     1    18
  9.6933109547569052E-01 a       855     0    39     1    19
  4.3041466595276506E-01 a       856     0    39     1    20
  8.0951310890002071E-01 a       857     0    39     1    21
 -7.9484955857212780E-01 a       858     0    39     1    22
 -8.8761518039181586E-01 a       859     0    40     1     1
  2.2259212433536060E-01 a       860     0    40     1     2
 -7.5020279386061628E-01 a       861     0    40     1     3
 -1.0425790696118289E+00 a       862     0    40     1     4
 -9.1291031639565301E-01 a       863     0    40     1     5
 -1.0605218605203723E+00 a       864     0    40     1     6
 -5.8394108570917092E-01 a       865     0    40     1     7
  1.8377948331936958E-01 a       866     0    40     1     8
  8.1359992198486308E-01 a       867     0    40     1     9
  1.1626487092245392E+00 a       868     0    40     1    10
  2.9498629178601898E-01 a       869     0    40     1    11
  1.1345806460880692E-01 a       870     0    40     1    12
  6.6850083559693274E-01 a       871     0    40     1    13
 -2.2849641172509480E-01 a       872     0    40     1    14
 -7.0830197038297391E-02 a       873     0    40     1    15
 -1.1294238563100634E+00 a       874     0    40     1    16
 -3.2093584049222290E-01 a       875     0    40     1    17
  7.6577298322772758E-01 a       876     0    40     1    18
 -5.6691121813294498E-01 a       877     0    40     1    19
  8.7385651791123076E-01 a       878     0    40     1    20
  8.9558197552759888E-01 a       879     0    40     1    21
 -1.8704212436543834E-02 a       880     0    40     1    22
 -4.6482724996916464E-01 a       881     0    41     1     1
  1.6724672179805730E-01 a       882     0    41     1     2
  2.1503606179495477E-01 a       883     0    41     1     3
 -3.5564067104110109E-01 a       884     0    41     1     4
 -2.0895969714496246E-01 a       885     0    41     1     5
 -1.9763091991014362E-01 a       886     0    41     1     6
  1.2156209267392611E-01 a       887     0    41     1     7
 -2.1481389937465781E-01 a       888     0    41     1     8
 -4.2113325877558927E-01 a       889     0    41     1     9
  4.4189081012169779E-01 a       890     0    41     1    10
 -1.2558448505983993E-01 a       891     0    41     1    11
 -1.8751505475182612E-01 a       892     0    41     1    12
  1.0944977461772820E+00 a       893     0    41     1    13
 -2.8947174398264046E-02 a       894     0    41     1    14
  1.0803826301527892E+00 a       895     0    41     1    15
 -1.0124390084430870E+00 a       896     0    41     1    16
  4.4756778128671171E-01 a       897     0    41     1    17
 -5.1509207573138177E-02 a       898     0    41     1    18
  7.6551936425044453E-01 a       899     0    41     1    19
  5.4055862619828576E-01 a       900     0    41     1    20
  4.3897516692241112E-01 a       901     0    41     1    21
 -4.0403753089694688E-01 a       902     0    41     1    22
 -3.7513185539685429E-01 a       903     0    42     1     1
 -1.4220707202671851E-02 a       904     0    42     1     2
  1.1232982377736397E-01 a       905     0    42     1     3
 -8.9391546425147794E-01 a       906     0    42     1     4
 -3.9096050170598182E-02 a       907     0    42     1     5
  7.8034520355616588E-01 a       908     0    42     1     6
  4.5432754251241358E-01 a       909     0    42     1     7
 -1.2692884383549523E+00 a       910     0    42     1     8
 -1.0834305487977940E+00 a       911     0    42     1     9
  2.3879042192246536E-01 a       912     0    42     1    10
 -5.1252093655081254E-01 a       913     0    42     1    11
 -8.6717655656799197E-01 a       914     0    42     1    12
 -1.2642302576640885E+00 a       915     0    42     1    13
  4.4577467584422137E-01 a       916     0    42     1    14
 -1.2596218334645852E+00 a       917     0    42     1    15
 -3.9957824930534430E-01 a       918     0    42     1    16
  4.5148307539474730E-01 a       919     0    42     1    17
  5.1777146948861735E-02 a       920     0    42     1    18
 -6.3011089154399014E-01 a       921     0    42     1    19
  4.3292097270366908E-01 a       922     0    42     1    20
  4.7099510819071305E-01 a       923     0    42     1    21
  8.0800978809379156E-02 a       924     0    42     1    22
 -1.8658199726078992E-01 a       925     0    43     1     1
 -2.5689192948251027E-01 a       926     0    43     1     2
  6.0190697611320210E-01 a       927     0    43     1     3
 -2.4752435246543913E-01 a       928     0    43     1     4
  7.7210604101507707E-01 a       929     0    43     1     5
  6.6325894182148751E-02 a       930     0    43     1     6
 -1.6047985165900783E-02 a       931     0    43     1     7
 -3.7825869916426075E-01 a       932     0    43     1     8
 -3.1518837502034125E-01 a       933     0    43     1     9
 -9.0673192435819505E-01 a       934     0    43     1    10
  4.9720733275167822E-01 a       935     0    43     1    11
 -5.9616266894881187E-01 a       936     0    43     1    12
 -1.1423907707759811E+00 a       937     0    43     1    13
  5.6416740071013417E-02 a       938     0    43     1    14
  9.9635665518814787E-01 a       939     0    43     1    15
  8.9538230769371077E-02 a       940     0    43     1    16
 -5.6633094472841317E-01 a       941     0    43     1    17
  1.1147574161132856E+00 a       942     0    43     1    18
  9.2602175358619276E-01 a       943     0    43     1    19
  4.2229143310970740E-01 a       944     0    43     1    20
 -2.0900889384458870E-02 a       945     0    43     1    21
 -6.9666487646082176E-01 a       946     0    43     1    22
 -1.5863697907596281E+00 a       947     0    44     1     1
 -1.6249880508796060E-03 a       948     0    44     1     2
  7.2805197920629372E-01 a       949     0    44     1     3
 -2.1890027553301170E-01 a       950     0    44     1     4
  6.4061376726200636E-01 a       951     0    44     1     5
 -1.8002880403553090E-01 a       952     0    44     1     6
  2.6478043105687582E-01 a       953     0    44     1     7
 -9.3034630947368691E-01 a       954     0    44     1     8
 -5.7327727850965704E-01 a       955     0    44     1     9
  7.2851580626605972E-01 a       956     0    44     1    10
  1.0243145454133864E+00 a       957     0    44     1    11
 -4.0730938302670477E-01 a       958     0    44     1    12
 -1.5397027299030726E-02 a       959     0    44     1    13
 -6.0877103417078415E-01 a       960     0    44     1    14
 -5.3755957024485301E-01 a       961     0    44     1    15
  4.8767897859311632E-01 a       962     0    44     1    16
  6.0955852591084998E-02 a       963     0    44     1    17
 -1.7925874191943003E-01 a       964     0    44     1    18
 -8.7438567591950622E-01 a       965     0    44     1    19
 -1.4846578123336024E-01 a       966     0    44     1    20
 -1.0166870677600237E+00 a       967     0    44     1    21
  5.8991047649097317E-01 a       968     0    44     1    22
 -1.3412824977102186E-01 a       969     0    45     1     1
 -3.4522358969675138E-01 a       970     0    45     1     2
 -4.6321875565903298E-01 a       971     0    45     1     3
  2.0988208373170647E-01 a       972     0    45     1     4
  7.0521272137494928E-01 a       973     0    45     1     5
 -3.3422910593351496E-01 a       974     0    45     1     6
 -1.4334403754658478E-01 a       975     0    45     1     7
 -1.1877016868473684E+00 a       976     0    45     1     8
 -4.3970045868976554E-01 a       977     0    45     1     9
 -4.9185804973878694E-01 a       978     0    45     1    10
  1.2495870447246522E-02 a       979     0    45     1    11
  4.8996642030468207E-01 a       980     0    45     1    12
  5.5348722571533115E-01 a       981     0    45     1    13
  1.1818358193786753E+00 a       982     0    45     1    14
 -5.9889689386137283E-03 a       983     0    45     1    15
 -1.6722617246715896E-01 a       984     0    45     1    16
 -2.9079007815221775E-01 a       985     0    45     1    17
 -1.4770318385975381E+00 a       986     0    45     1    18
  6.6047358840200243E-01 a       987     0    45     1    19
  5.6333432210977530E-01 a       988     0    45     1    20
  4.5203345159993735E-01 a       989     0    45     1    21
  1.0687521588063484E+00 a       990     0    45     1    22
  3.6061001855550073E-01 a       991     0    46     1     1
  6.9834840222184569E-01 a       992     0    46     1     2
  8.0007915741117097E-01 a       993     0    46     1     3
 -4.8933381347658073E-01 a       994     0    46     1     4
  9.6906477791457668E-01 a       995     0    46     1     5
  1.0257245510395752E-01 a       996     0    46     1     6
 -4.1801703617820724E-01 a       997     0    46     1     7
 -4.8087783994815053E-01 a       998     0    46     1     8
 -6.1754664695017480E-01 a       999     0    46     1     9
  1.0060071237106956E+00 a      1000     0    46     1    10
  4.8230390931635794E-02 a      1001     0    46     1    11
  3.6042754012728873E-01 a      1002     0    46     1    12
 -9.6951575315636163E-01 a      1003     0    46     1    13
  1.7467750090449391E-01 a      1004     0    46     1    14
  3.8807555101022873E-01 a      1005     0    46     1    15
  2.3916465188327410E-01 a      1006     0    46     1    16
  5.9732308699498804E-01 a      1007     0    46     1    17
  2.8124259994666806E-01 a      1008     0    46     1    18
  4.9777035783875484E-01 a      1009     0    46     1    19
 -4.2589607542401481E-01 a      1010     0    46     1    20
  4.2868201100214992E-01 a      1011     0    46     1    21
  1.3451050069891404E-01 a      1012     0    46     1    22
 -2.0470135692537117E-01 a      1013     0    47     1     1
 -5.0687430678173351E-01 a      1014     0    47     1     2
 -8.6205928110680763E-01 a      1015     0    47     1     3
 -1.3007581908521840E-01 a      1016     0    47     1     4
  1.6369137884796956E+00 a      1017     0    47     1     5
  2.6551645314883920E-01 a      1018     0    47     1     6
  5.7650233172596921E-01 a      1019     0    47     1     7
  1.2641184195068464E+00 a      1020     0    47     1     8
 -1.1868323701765995E+00 a      1021     0    47     1     9
  1.3689469464708450E-02 a      1022     0    47     1    10
  5.8017542695607471E-01 a      1023     0    47     1    11
 -8.4321476805987605E-01 a      1024     0    47     1    12
 -1.1606448894737146E-02 a      1025     0    47     1    13
  1.7575254812648275E-03 a      1026     0    47     1    14
 -6.2319305238756784E-01 a      1027     0    47     1    15
  7.4231116380551609E-01 a      1028     0    47     1    16
 -3.4911630870401333E-01 a      1029     0    47     1    17
 -1.1006187872763167E+00 a      1030     0    47     1    18
 -1.4457152046448160E-01 a      1031     0    47     1    19
 -1.9567892654621732E-01 a      1032     0    47     1    20
 -1.0797728996489311E-01 a      1033     0    47     1    21
  6.6308411154761404E-01 a      1034     0    47     1    22
  6.9413529509994809E-01 a      1035     0    48     1     1
 -1.9407801386146600E-01 a      1036     0    48     1     2
  4.2768475326407879E-01 a      1037     0    48     1     3
  8.1622834050360560E-01 a      1038     0    48     1     4
  3.3191548455442477E-01 a      1039     0    48     1     5
  3.0046861035276123E-01 a      1040     0    48     1     6
  3.1099290607383590E-02 a      1041     0    48     1     7
  1.4633449784009394E-03 a      1042     0    48     1     8
  7.4707845580458832E-01 a      1043     0    48     1     9
 -6.5866585734383165E-01 a      1044     0    48     1    10
  1.7068294357597871E+00 a      1045     0    48     1    11
  3.5698525931219316E-01 a      1046     0    48     1    12
 -1.8651786613435725E-01 a      1047     0    48     1    13
 -2.6414951903436068E-01 a      1048     0    48     1    14
 -1.4295509222874081E+00 a      1049     0    48     1    15
 -5.2214616013903849E-02 a      1050     0    48     1    16
 -4.4435071686066346E-01 a      1051     0    48     1    17
 -4.7020134156383248E-01 a      1052     0    48     1    18
  8.8629021378328476E-01 a      1053     0    48     1    19
 -6.9548744416033925E-01 a      1054     0    48     1    20
 -9.2832732966271081E-01 a      1055     0    48     1    21
  2.3292118577787008E-01 a      1056     0    48     1    22
 -1.0219320870072770E+00 a      1057     0    49     1     1
 -3.1986836760711213E-01 a      1058     0    49     1     2
 -5.5936514439734542E-01 a      1059     0    49     1     3
 -4.9552903944184340E-01 a      1060     0    49     1     4
 -6.8799873968575653E-01 a      1061     0    49     1     5
  1.9885894792085867E-02 a      1062     0    49     1     6
  1.9805223075091355E-01 a      1063     0    49     1     7
 -7.9413333700697597E-01 a      1064     0    49     1     8
  1.2112566996182818E-01 a      1065     0    49     1     9
  7.4972115348772839E-01 a      1066     0    49     1    10
  6.6071012266944440E-01 a      1067     0    49     1    11
 -6.8624317154392123E-01 a      1068     0    49     1    12
  1.4221930594140357E+00 a      1069     0    49     1    13
 -1.2349593184148612E-01 a      1070     0    49     1    14
 -9.4843757330001099E-01 a      1071     0    49     1    15
 -2.5013937907352229E-01 a      1072     0    49     1    16
  1.4396086764630708E-01 a      1073     0    49     1    17
 -7.0917737307188228E-02 a      1074     0    49     1    18
  3.5429471058250050E-01 a      1075     0    49     1    19
  3.1150706067543277E-01 a      1076     0    49     1    20
 -6.3075571962152277E-01 a      1077     0    49     1    21
  9.0245810144931826E-01 a      1078     0    49     1    22
 -4.8565561106583488E-01 a      1079     0    50     1     1
 -3.3744422590601442E-01 a      1080     0    50     1     2
  2.8119500127710445E-01 a      1081     0    50     1     3
  9.6537419632408439E-01 a      1082     0    50     1     4
 -1.7334217637671706E-01 a      1083     0    50     1     5
 -4.1643904979021579E-01 a      1084     0    50     1     6
  1.0010867374700851E+00 a      1085     0    50     1     7
  6.7932920672027364E-01 a      1086     0    50     1     8
 -7.0128674412795233E-01 a      1087     0    50     1     9
  1.8348101420468757E-01 a      1088     0    50     1    10
  6.9402588066589888E-01 a      1089     0    50     1    11
  9.4943228211422248E-01 a      1090     0    50     1    12
 -6.6551887369762897E-01 a      1091     0    50     1    13
 -3.0650327534138638E-01 a      1092     0    50     1    14
  3.8916891464088284E-02 a      1093     0    50     1    15
 -8.5837899721297947E-02 a      1094     0    50     1    16
  3.9150992976005505E-01 a      1095     0    50     1    17
 -4.9444161865449282E-01 a      1096     0    50     1    18
  3.7871530216637289E-01 a      1097     0    50     1    19
  2.7461660497585760E-01 a      1098     0    50     1    20
  4.7701771301089091E-01 a      1099     0    50     1    21
 -6.6987019393711789E-01 a      1100     0    50     1    22
  1.5809562232145404E+00 a      1101     0    51     1     1
 -1.1824331413241969E+00 a      1102     0    51     1     2
 -8.6705066438451842E-02 a      1103     0    51     1     3
 -6.4732128653540488E-01 a      1104     0    51     1     4
 -1.4885388863459750E-01 a      1105     0    51     1     5
 -1.0128637112736103E+00 a      1106     0    51     1     6
 -1.5157707032654796E-01 a      1107     0    51     1     7
 -8.1430559236577704E-01 a      1108     0    51     1     8
  9.4315882945361362E-01 a      1109     0    51     1     9
  4.6730117264329840E-01 a      1110     0    51     1    10
 -5.6192141556861579E-02 a      1111     0    51     1    11
  2.9813494655366374E-01 a      1112     0    51     1    12
  7.4726900000078189E-01 a      1113     0    51     1    13
  7.3310975888690577E-01 a      1114     0    51     1    14
  7.9261806206973387E-02 a      1115     0    51     1    15
  1.1056475586562216E+00 a      1116     0    51     1    16
 -1.5995108557925908E-01 a      1117     0    51     1    17
  2.0241413025905799E-01 a      1118     0    51     1    18
 -7.4628235710614321E-01 a      1119     0    51     1    19
 -1.9670515984619452E-01 a      1120     0    51     1    20
 -9.0346744026407710E-01 a      1121     0    51     1    21
  8.9146128707774663E-01 a      1122     0    51     1    22
  1.1314974252083070E-01 a      1123     0    52     1     1
 -6.7653961042720079E-01 a      1124     0    52     1     2
  8.7501136336180430E-01 a      1125     0    52     1     3
 -8.6305125203992583E-01 a      1126     0    52     1     4
 -1.5552509261737748E+00 a      1127     0    52     1     5
  1.3770127322912440E-01 a      1128     0    52     1     6
 -1.1425288731678328E-03 a      1129     0    52     1     7
  6.6873743128367402E-01 a      1130     0    52     1     8
  2.6316273699824468E+00 a      1131     0    52     1     9
  8.5576111356558660E-01 a      1132     0    52     1    10
 -4.9569583183284954E-01 a      1133     0    52     1    11
 -1.1762756888204404E+00 a      1134     0    52     1    12
  8.1458278129821204E-01 a      1135     0    52     1    13
  7.6227069785508261E-01 a      1136     0    52     1    14
 -3.7696735097169509E-01 a      1137     0    52     1    15
  1.5019565643962141E-01 a      1138     0    52     1    16
  9.0045323546309608E-01 a      1139     0    52     1    17
  1.7514503488310507E+00 a      1140     0    52     1    18
  1.3060968188388589E-01 a      1141     0    52     1    19
 -7.2145518156607513E-01 a      1142     0    52     1    20
 -7.6191770446201723E-01 a      1143     0    52     1    21
 -2.4938560965793247E-01 a      1144     0    52     1    22
  7.7796631870905697E-01 a      1145     0    53     1     1
  7.0835877124536339E-01 a      1146     0    53     1     2
 -3.5377541914387289E-01 a      1147     0    53     1     3
 -3.3300999577971158E-01 a      1148     0    53     1     4
  2.6483974550660322E-01 a      1149     0    53     1     5
  4.6097397283206432E-01 a      1150     0    53     1     6
 -1.7928663101900535E-01 a      1151     0    53     1     7
 -8.2555082267163182E-01 a      1152     0    53     1     8
  3.9216789494132442E-01 a      1153     0    53     1     9
 -9.4215433194828024E-01 a      1154     0    53     1    10
 -1.9458061078629016E-01 a      1155     0    53     1    11
  1.4752453775415308E-01 a      1156     0    53     1    12
  7.1817243572511191E-01 a      1157     0    53     1    13
  3.3169495768424401E-01 a      1158     0    53     1    14
 -1.0047207322399110E+00 a      1159     0    53     1    15
  9.9817976232618422E-01 a      1160     0    53     1    16
  1.7396055839314348E-01 a      1161     0    53     1    17
  5.8084015580353199E-02 a      1162     0    53     1    18
 -6.8731771388143403E-01 a      1163     0    53     1    19
  8.5287254209422880E-01 a      1164     0    53     1    20
  7.6295220214325499E-01 a      1165     0    53     1    21
 -6.5316899358967923E-02 a      1166     0    53     1    22
  1.0426278121327594E-01 a      1167     0    54     1     1
 -6.1176372478355923E-01 a      1168     0    54     1     2
 -1.2766119656876626E-01 a      1169     0    54     1     3
 -5.3980605614365262E-01 a      1170     0    54     1     4
 -1.0722868494593711E+00 a      1171     0    54     1     5
  1.0483166108731938E+00 a      1172     0    54     1     6
 -2.0957502272599231E-02 a      1173     0    54     1     7
 -1.3830926350927899E+00 a      1174     0    54     1     8
  1.1715683833131827E+00 a      1175     0    54     1     9
  1.1916340415953000E+00 a      1176     0    54     1    10
 -1.6205291259649598E-01 a      1177     0    54     1    11
 -1.5443057781874311E-01 a      1178     0    54     1    12
  2.2032834559886216E-01 a      1179     0    54     1    13
 -9.5374612924317670E-01 a      1180     0    54     1    14
  4.1438794709701748E-01 a      1181     0    54     1    15
  5.9293029478245796E-01 a      1182     0    54     1    16
 -1.6604337156440382E-01 a      1183     0    54     1    17
  1.2988347694295512E+00 a      1184     0    54     1    18
  8.7187597233928871E-01 a      1185     0    54     1    19
 -7.6619425351730608E-01 a      1186     0    54     1    20
  3.3576333278065085E-01 a      1187     0    54     1    21
 -5.4879411747252138E-01 a      1188     0    54     1    22
 -3.5772317498305939E-01 a      1189     0    55     1     1
  8.1382136770903835E-01 a      1190     0    55     1     2
  5.7634262979526307E-01 a      1191     0    55     1     3
  1.7689475349891384E-03 a      1192     0    55     1     4
 -1.8659816974907417E+00 a      1193     0    55     1     5
 -5.8802160425904360E-01 a      1194     0    55     1     6
 -6.5476501022457922E-01 a      1195     0    55     1     7
 -1.3914084167137684E+00 a      1196     0    55     1     8
  2.1967080583150449E+00 a      1197     0    55     1     9
 -6.6210965881053616E-02 a      1198     0    55     1    10
 -1.0682638893924068E+00 a      1199     0    55     1    11
 -7.1853603749572159E-01 a      1200     0    55     1    12
  1.6086866054708022E+00 a      1201     0    55     1    13
  3.1620333264058637E-01 a      1202     0    55     1    14
  1.6303053858479553E-02 a      1203     0    55     1    15
 -5.2634276057536650E-02 a      1204     0    55     1    16
  1.2023171035364506E+00 a      1205     0    55     1    17
  1.5714976569983927E+00 a      1206     0    55     1    18
  4.4559264498716666E-02 a      1207     0    55     1    19
 -5.6562549866578035E-02 a      1208     0    55     1    20
 -8.0967910333538740E-01 a      1209     0    55     1    21
 -6.9490675906910904E-01 a      1210     0    55     1    22
 -6.8941224819650940E-02 a      1211     0    56     1     1
 -1.5423740331029093E-01 a      1212     0    56     1     2
  6.2664652884054628E-01 a      1213     0    56     1     3
  3.0291091496775691E-01 a      1214     0    56     1     4
  1.9052268843019036E+00 a      1215     0    56     1     5
  7.8865783591529437E-01 a      1216     0    56     1     6
  6.6122986511951709E-01 a      1217     0    56     1     7
 -9.1296956405268703E-01 a      1218     0    56     1     8
  2.8616922269924483E-01 a      1219     0    56     1     9
 -1.0089195879341644E+00 a      1220     0    56     1    10
 -6.6528046869472879E-01 a      1221     0    56     1    11
 -6.1764400289063603E-01 a      1222     0    56     1    12
 -2.9978725617496843E-01 a      1223     0    56     1    13
  2.4586399747441290E-01 a      1224     0    56     1    14
 -7.0792104220343777E-01 a      1225     0    56     1    15
 -6.2841651985764746E-02 a      1226     0    56     1    16
  9.1960237307554926E-01 a      1227     0    56     1    17
 -4.4725867304232297E-01 a      1228     0    56     1    18
 -6.0423402183031560E-01 a      1229     0    56     1    19
  1.7956912867145289E-01 a      1230     0    56     1    20
 -1.3325887602731092E-02 a      1231     0    56     1    21
 -1.3974991935472296E+00 a      1232     0    56     1    22
 -3.8724356182233022E-01 a      1233     0    57     1     1
 -6.6251576510166355E-01 a      1234     0    57     1     2
  9.5980029046755289E-01 a      1235     0    57     1     3
  8.8721893000068386E-01 a      1236     0    57     1     4
  1.4965845339329595E-01 a      1237     0    57     1     5
 -4.1674424402223492E-01 a      1238     0    57     1     6
 -2.1592135532770954E-01 a      1239     0    57     1     7
 -8.7990540653151372E-01 a      1240     0    57     1     8
 -1.0049459027325216E+00 a      1241     0    57     1     9
  1.6925174910040350E-01 a      1242     0    57     1    10
 -5.4097172721868814E-01 a      1243     0    57     1    11
 -2.0562399210565134E+00 a      1244     0    57     1    12
 -1.5074402090262240E+00 a      1245     0    57     1    13
  9.8160242745729387E-01 a      1246     0    57     1    14
 -6.6208098651875769E-01 a      1247     0    57     1    15
  2.9032178514157403E-01 a      1248     0    57     1    16
  1.0530347370165254E+00 a      1249     0    57     1    17
  6.9274260532837939E-01 a      1250     0    57     1    18
 -3.2971901892379429E-01 a      1251     0    57     1    19
 -7.0562286885635106E-01 a      1252     0    57     1    20
  9.6931622728090139E-02 a      1253     0    57     1    21
  8.1552290087536339E-01 a      1254     0    57     1    22
  2.4178108684152302E-01 a      1255     0    58     1     1
  3.4441225004346993E-01 a      1256     0    58     1     2
 -1.0484723836272951E+00 a      1257     0    58     1     3
 -5.2008632501620589E-01 a      1258     0    58     1     4
  4.6162210949999583E-01 a      1259     0    58     1     5
  1.2686530831907325E-01 a      1260     0    58     1     6
 -1.1362067957856168E+00 a      1261     0    58     1     7
  3.6283032129634468E-01 a      1262     0    58     1     8
 -9.1555895459127767E-01 a      1263     0    58     1     9
 -1.4838605465739985E+00 a      1264     0    58     1    10
 -9.3710196860737882E-01 a      1265     0    58     1    11
 -2.1035208441189499E-01 a      1266     0    58     1    12
  5.5485977819891574E-01 a      1267     0    58     1    13
 -1.7204111976704117E+00 a      1268     0    58     1    14
 -4.5008741025097843E-01 a      1269     0    58     1    15
  3.3051274669661984E-01 a      1270     0    58     1    16
 -1.0194297800441516E+00 a      1271     0    58     1    17
 -8.1977864067412642E-01 a      1272     0    58     1    18
  1.2380481017881577E+00 a      1273     0    58     1    19
 -4.1619806967052037E-01 a      1274     0    58     1    20
  5.0404662438960424E-01 a      1275     0    58     1    21
